SCHOOLID	CHILDID	GRADE	YEAR	TIME	RETAINED	SWITCH_SCHOOLS	DISADVANTAGED	TLI_MATH	MALE	ETHNICITY	RACE	FIRST_COHORT	LAST_COHORT	USI	MATH_SESSIONS	N_TEACHERS	ETHNIC
857	579	4	1998	2	0	1	0	83	1	other	4	7	7	2	0	36.5	4
857	579	5	1999	3	0	0	0	88	1	other	4	7	7	2	0	36.5	4
857	579	6	2000	4	0	1	0	89	1	other	4	7	7	2	0	36.5	4
857	571	5	1994	1	0	0	0	78	0	hispanic	3	2	2	2	0	36.5	3
857	571	6	1995	2	0	0	0	80	0	hispanic	3	2	2	2	0	36.5	3
857	503	3	1994	1	0	0	1	58	1	black	2	4	4	2	0	36.5	2
857	503	4	1995	2	0	1	1	63	1	black	2	4	4	2	0	36.5	2
857	503	5	1996	3	0	0	0	68	1	black	2	4	4	2	0	36.5	2
857	503	6	1997	4	0	1	1	75	1	black	2	4	4	2	0	36.5	2
857	314	6	1994	1	0	0	1	89	0	black	2	1	1	2	0	36.5	2
857	299	6	1995	1	0	0	1	43	1	hispanic	3	2	2	2	0	36.5	3
857	273	3	1996	1	0	0	1	68	0	black	2	6	6	2	0	36.5	2
857	273	4	1997	2	0	0	1	77	0	black	2	6	6	2	0	36.5	2
857	273	5	1998	3	0	0	1	73	0	black	2	6	6	2	0	36.5	2
857	273	6	1999	4	0	1	1	82	0	black	2	6	6	2	0	36.5	2
857	263	3	1996	1	0	0	1	65	1	black	2	6	6	2	0	36.5	2
857	263	4	1997	2	0	0	1	53	1	black	2	6	6	2	0	36.5	2
857	263	5	1998	3	0	0	1	41	1	black	2	6	6	2	0	36.5	2
857	263	6	1999	4	0	1	0	83	1	black	2	6	6	2	0	36.5	2
857	230	4	1994	1	0	0		81	0	hispanic	3	3	3	2	0	36.5	3
857	230	6	1996	3	0	0	1	87	0	hispanic	3	3	3	2	0	36.5	3
857	211	6	1994	1	0	0	0	72	1	white	1	1	1	2	0	36.5	1
857	199	3	1994	1	0	0	1	78	0	hispanic	3	4	4	2	0	36.5	3
857	199	4	1995	2	0	0	1	85	0	hispanic	3	4	4	2	0	36.5	3
857	199	6	1997	4	0	0	1	79	0	hispanic	3	4	4	2	0	36.5	3
857	184	3	1994	1	0	0	1	70	1	hispanic	3	4	4	2	0	36.5	3
857	184	4	1995	2	0	0		68	1	hispanic	3	4	4	2	0	36.5	3
857	184	5	1996	3	0	0	1	59	1	hispanic	3	4	4	2	0	36.5	3
857	184	6	1997	4	0	0	1	85	1	hispanic	3	4	4	2	0	36.5	3
857	116	4	1994	1	0	0	0	76	0	black	2	3	3	2	0	36.5	2
857	116	5	1995	2	0	1	0	80	0	black	2	3	3	2	0	36.5	2
857	116	6	1996	3	0	0	1	88	0	black	2	3	3	2	0	36.5	2
857	34	3	1997	1	0	0	1	84	1	black	2	7	7	2	0	36.5	2
857	34	4	1998	2	0	0	1	84	1	black	2	7	7	2	0	36.5	2
857	34	5	1999	3	0	1	1	85	1	black	2	7	7	2	0	36.5	2
857	34	6	2000	4	0	0	1	84	1	black	2	7	7	2	0	36.5	2
806	1005	3	1994	1	0	0	1	50	0	black	2	4	5	3	1	32	2
806	1005	3	1995	2	1	0	1	62	0	black	2	4	5	3	1	32	2
806	1005	4	1996	3	0	0	1	70	0	black	2	4	5	3	1	32	2
806	1005	5	1997	4	0	0	1	80	0	black	2	4	5	3	1	32	2
806	838	3	1999	1	0	0		63	0	hispanic	3	9	9	3	1	32	3
806	838	4	2000	2	0	0	1	79	0	hispanic	3	9	9	3	1	32	3
806	786	3	1998	1	0	0	1	77	1	black	2	8	8	3	1	32	2
806	786	4	1999	2	0	0	1	88	1	black	2	8	8	3	1	32	2
806	786	5	2000	3	0	0	1	93	1	black	2	8	8	3	1	32	2
806	671	4	2000	1	0	0	1	78	1	black	2	9	9	3	1	32	2
806	659	3	1999	1	0	0	1	76	0	black	2	9	9	3	1	32	2
806	659	4	2000	2	0	0	1	78	0	black	2	9	9	3	1	32	2
806	646	3	1998	1	0	0	1	36	1	black	2	8	8	3	1	32	2
806	646	5	2000	3	0	1	1	51	1	black	2	8	8	3	1	32	2
806	610	3	2000	1	0	0	1	81	0	black	2	10	10	3	1	32	2
806	586	3	2000	1	0	0	1	43	1	black	2	10	10	3	1	32	2
806	495	5	1994	1	0	0	0	60	1	black	2	2	2	3	1	32	2
806	495	6	1995	2	0	1	1	55	1	black	2	2	2	3	1	32	2
806	470	4	1994	1	0	0	1	44	0	black	2	3	3	3	1	32	2
806	470	5	1995	2	0	0	1	39	0	black	2	3	3	3	1	32	2
806	470	6	1996	3	0	0	1	49	0	black	2	3	3	3	1	32	2
806	435	4	1994	1	0	0	1	68	0	black	2	3	3	3	1	32	2
806	435	5	1995	2	0	0	1	85	0	black	2	3	3	3	1	32	2
806	435	6	1996	3	0	0	1	85	0	black	2	3	3	3	1	32	2
806	409	3	1994	1	0	0	1	37	1	black	2	4	4	3	1	32	2
806	409	4	1995	2	0	0	1	72	1	black	2	4	4	3	1	32	2
806	409	5	1996	3	0	0	1	73	1	black	2	4	4	3	1	32	2
806	409	6	1997	4	0	0	1	68	1	black	2	4	4	3	1	32	2
806	377	4	1994	1	0	0	1	79	0	black	2	3	3	3	1	32	2
806	377	5	1995	2	0	0	1	82	0	black	2	3	3	3	1	32	2
806	267	3	1996	1	0	0	1	72	0	black	2	6	6	3	1	32	2
806	267	4	1997	2	0	0	1	58	0	black	2	6	6	3	1	32	2
806	267	5	1998	3	0	0	1	67	0	black	2	6	6	3	1	32	2
806	267	6	1999	4	0	1	1	79	0	black	2	6	6	3	1	32	2
806	244	4	1998	1	0	0	1	40	0	hispanic	3	7	7	3	1	32	3
806	244	5	1999	2	0	0	1	56	0	hispanic	3	7	7	3	1	32	3
806	244	6	2000	3	0	0		60	0	hispanic	3	7	7	3	1	32	3
806	177	6	1994	1	0	0		78	1	black	2	1	1	3	1	32	2
806	136	4	1994	1	0	0	1	76	1	black	2	3	3	3	1	32	2
806	136	6	1996	3	0	1	1	55	1	black	2	3	3	3	1	32	2
806	56	3	1995	1	0	0	1	75	1	black	2	5	6	3	1	32	2
806	56	3	1996	2	1	0	1	86	1	black	2	5	6	3	1	32	2
806	56	4	1997	3	0	0	1	89	1	black	2	5	6	3	1	32	2
806	56	5	1998	4	0	1	1	91	1	black	2	5	6	3	1	32	2
806	56	6	1999	5	0	0	1	91	1	black	2	5	6	3	1	32	2
806	45	3	1995	1	0	0	1	22	0	black	2	5	5	3	1	32	2
806	45	4	1996	2	0	0	1	39	0	black	2	5	5	3	1	32	2
806	45	5	1997	3	0	1	1	37	0	black	2	5	5	3	1	32	2
806	45	6	1998	4	0	1	1	41	0	black	2	5	5	3	1	32	2
806	32	3	1994	1	0	0	1	45	0	black	2	4	4	3	1	32	2
806	32	4	1995	2	0	0	1	66	0	black	2	4	4	3	1	32	2
745	936	3	1996	1	0	0	0	63	1	white	1	6	6	2	0	26.2	1
745	936	4	1997	2	0	0	0	63	1	white	1	6	6	2	0	26.2	1
745	936	5	1998	3	0	1	0	74	1	white	1	6	6	2	0	26.2	1
745	936	6	1999	4	0	0		87	1	white	1	6	6	2	0	26.2	1
745	868	3	1997	1	0	0	1	86	1	hispanic	3	7	7	2	0	26.2	3
745	868	4	1998	2	0	0	1	86	1	hispanic	3	7	7	2	0	26.2	3
745	868	5	1999	3	0	1		92	1	hispanic	3	7	7	2	0	26.2	3
745	868	6	2000	4	0	0		88	1	hispanic	3	7	7	2	0	26.2	3
745	795	4	1994	1	0	0		43	0	black	2	3	4	2	0	26.2	2
745	795	5	1995	2	0	1	1	40	0	black	2	3	4	2	0	26.2	2
745	795	5	1996	3	1	1	1	64	0	black	2	3	4	2	0	26.2	2
745	795	6	1997	4	0	1	1	73	0	black	2	3	4	2	0	26.2	2
745	650	3	1994	1	0	0	0	78	1	white	1	4	4	2	0	26.2	1
745	650	4	1995	2	0	0	0	87	1	white	1	4	4	2	0	26.2	1
745	650	5	1996	3	0	0	0	73	1	white	1	4	4	2	0	26.2	1
745	650	6	1997	4	0	0	0	85	1	white	1	4	4	2	0	26.2	1
745	611	3	2000	1	0	0	0	86	0	white	1	10	10	2	0	26.2	1
745	554	3	1994	1	0	0	0	82	0	white	1	4	4	2	0	26.2	1
745	554	4	1995	2	0	0		81	0	white	1	4	4	2	0	26.2	1
745	554	5	1996	3	0	0		83	0	white	1	4	4	2	0	26.2	1
745	554	6	1997	4	0	0		86	0	white	1	4	4	2	0	26.2	1
745	517	5	1994	1	0	0		65	0	black	2	2	2	2	0	26.2	2
745	476	4	1994	1	0	0	0	81	1	black	2	3	3	2	0	26.2	2
745	476	5	1995	2	0	1		75	1	black	2	3	3	2	0	26.2	2
745	476	6	1996	3	0	0	1	85	1	black	2	3	3	2	0	26.2	2
745	462	3	1995	1	0	0	0	73	0	black	2	5	5	2	0	26.2	2
745	462	4	1996	2	0	0		81	0	black	2	5	5	2	0	26.2	2
745	462	5	1997	3	0	0	1	84	0	black	2	5	5	2	0	26.2	2
745	462	6	1998	4	0	0		88	0	black	2	5	5	2	0	26.2	2
745	421	3	1994	1	0	0	0	80	0	white	1	4	4	2	0	26.2	1
745	421	4	1995	2	0	0	0	88	0	white	1	4	4	2	0	26.2	1
745	348	3	1995	1	0	0	0	42	0	black	2	5	5	2	0	26.2	2
745	294	3	1995	1	0	0		79	1	white	1	5	5	2	0	26.2	1
745	294	4	1996	2	0	0		87	1	white	1	5	5	2	0	26.2	1
745	294	5	1997	3	0	0		85	1	white	1	5	5	2	0	26.2	1
745	294	6	1998	4	0	0		86	1	white	1	5	5	2	0	26.2	1
745	240	3	1994	1	0	0	0	80	1	white	1	4	4	2	0	26.2	1
745	240	4	1995	2	0	0	0	81	1	white	1	4	4	2	0	26.2	1
745	240	5	1996	3	0	0	0	81	1	white	1	4	4	2	0	26.2	1
745	240	6	1997	4	0	0	0	86	1	white	1	4	4	2	0	26.2	1
745	220	4	1994	1	0	0	0	71	1	black	2	3	3	2	0	26.2	2
745	220	5	1995	2	0	0	0	49	1	black	2	3	3	2	0	26.2	2
745	193	3	1996	1	0	0		77	1	hispanic	3	6	6	2	0	26.2	3
745	193	4	1997	2	0	0		87	1	hispanic	3	6	6	2	0	26.2	3
745	193	5	1998	3	0	0		90	1	hispanic	3	6	6	2	0	26.2	3
745	193	6	1999	4	0	0	0	92	1	hispanic	3	6	6	2	0	26.2	3
745	180	3	1994	1	0	0	0	82	0	white	1	4	4	2	0	26.2	1
745	180	4	1995	2	0	0	0	89	0	white	1	4	4	2	0	26.2	1
745	180	5	1996	3	0	0	0	81	0	white	1	4	4	2	0	26.2	1
745	180	6	1997	4	0	0		86	0	white	1	4	4	2	0	26.2	1
745	173	3	1997	1	0	0	1	88	1	black	2	7	7	2	0	26.2	2
745	173	4	1998	2	0	0	1	87	1	black	2	7	7	2	0	26.2	2
745	173	5	1999	3	0	0	1	91	1	black	2	7	7	2	0	26.2	2
745	173	6	2000	4	0	0		89	1	black	2	7	7	2	0	26.2	2
745	157	5	1994	1	0	0	0	53	0	black	2	2	2	2	0	26.2	2
745	113	3	1994	1	0	0	0	39	1	white	1	4	4	2	0	26.2	1
745	113	6	1997	4	0	0	0	56	1	white	1	4	4	2	0	26.2	1
745	15	3	1996	1	0	0		77	1	other	5	6	6	2	0	26.2	4
745	15	4	1997	2	0	0		89	1	other	5	6	6	2	0	26.2	4
745	15	5	1998	3	0	0		90	1	other	5	6	6	2	0	26.2	4
745	15	6	1999	4	0	0		91	1	other	5	6	6	2	0	26.2	4
694	1000	4	1994	1	0	0	0	44	0	white	1	3	3	1	1	54.9	1
694	1000	5	1995	2	0	1	0	65	0	white	1	3	3	1	1	54.9	1
694	1000	6	1996	3	0	0		80	0	white	1	3	3	1	1	54.9	1
694	984	3	1995	1	0	0	0	64	1	black	2	5	5	1	1	54.9	2
694	984	4	1996	2	0	1	1	85	1	black	2	5	5	1	1	54.9	2
694	984	5	1997	3	0	1	1	46	1	black	2	5	5	1	1	54.9	2
694	984	6	1998	4	0	0	1	60	1	black	2	5	5	1	1	54.9	2
694	844	6	2000	1	0	0	1	75	1	hispanic	3	7	7	1	1	54.9	3
694	828	3	1998	1	0	0	1	52	1	hispanic	3	8	8	1	1	54.9	3
694	828	5	2000	3	0	0	1	76	1	hispanic	3	8	8	1	1	54.9	3
694	817	4	1994	1	0	0		68	0	hispanic	3	3	3	1	1	54.9	3
694	817	6	1996	3	0	1	1	86	0	hispanic	3	3	3	1	1	54.9	3
694	623	3	1999	1	0	0	1	80	1	black	2	9	9	1	1	54.9	2
694	623	4	2000	2	0	0	0	90	1	black	2	9	9	1	1	54.9	2
694	609	3	1997	1	0	0	0	78	0	white	1	7	7	1	1	54.9	1
694	605	4	1995	1	0	0	1	69	1	black	2	4	5	1	1	54.9	2
694	605	4	1996	2	1	0	1	87	1	black	2	4	5	1	1	54.9	2
694	605	5	1997	3	0	0	1	78	1	black	2	4	5	1	1	54.9	2
694	605	6	1998	4	0	0	1	77	1	black	2	4	5	1	1	54.9	2
694	574	3	1998	1	0	0	0	81	1	white	1	8	8	1	1	54.9	1
694	574	4	1999	2	0	1	0	88	1	white	1	8	8	1	1	54.9	1
694	574	5	2000	3	0	0	0	75	1	white	1	8	8	1	1	54.9	1
694	550	4	1996	1	0	0	1	39	0	black	2	5	6	1	1	54.9	2
694	550	4	1997	2	1	1	1	58	0	black	2	5	6	1	1	54.9	2
694	550	5	1998	3	0	0	1	54	0	black	2	5	6	1	1	54.9	2
694	550	6	1999	4	0	0	0	76	0	black	2	5	6	1	1	54.9	2
694	531	3	1998	1	0	0	1	70	1	black	2	8	8	1	1	54.9	2
694	531	4	1999	2	0	0	1	80	1	black	2	8	8	1	1	54.9	2
694	531	5	2000	3	0	0	1	87	1	black	2	8	8	1	1	54.9	2
694	426	4	1995	1	0	0	0	70	1	white	1	4	4	1	1	54.9	1
694	426	5	1996	2	0	0	0	81	1	white	1	4	4	1	1	54.9	1
694	426	6	1997	3	0	0	0	72	1	white	1	4	4	1	1	54.9	1
694	403	3	1994	1	0	0		84	0	white	1	4	4	1	1	54.9	1
694	403	4	1995	2	0	0		68	0	white	1	4	4	1	1	54.9	1
694	403	5	1996	3	0	1		56	0	white	1	4	4	1	1	54.9	1
694	403	6	1997	4	0	0		76	0	white	1	4	4	1	1	54.9	1
694	343	3	1995	1	0	0	1	64	0	hispanic	3	5	5	1	1	54.9	3
694	343	6	1998	4	0	1	0	76	0	hispanic	3	5	5	1	1	54.9	3
694	342	6	1998	1	0	0	1	59	0	black	2	5	5	1	1	54.9	2
694	310	5	1997	1	0	0	1	86	0	hispanic	3	5	5	1	1	54.9	3
694	310	6	1998	2	0	1	1	89	0	hispanic	3	5	5	1	1	54.9	3
694	152	3	1995	1	0	0	1	37	0	hispanic	3	5	6	1	1	54.9	3
694	152	3	1996	2	1	0	1	86	0	hispanic	3	5	6	1	1	54.9	3
694	152	4	1997	3	0	1	1	63	0	hispanic	3	5	6	1	1	54.9	3
694	152	5	1998	4	0	0	1	74	0	hispanic	3	5	6	1	1	54.9	3
694	152	6	1999	5	0	1		73	0	hispanic	3	5	6	1	1	54.9	3
694	149	5	1998	1	0	0	1	78	0	black	2	6	6	1	1	54.9	2
694	149	6	1999	2	0	0	1	82	0	black	2	6	6	1	1	54.9	2
694	51	6	1998	1	0	0	1	82	1	hispanic	3	5	5	1	1	54.9	3
694	11	4	1994	1	0	0		88	0	hispanic	3	3	3	1	1	54.9	3
694	11	6	1996	3	0	1	1	85	0	hispanic	3	3	3	1	1	54.9	3
647	935	6	2000	1	0	0	1	89	0	hispanic	3	7	7	2	0	49	3
647	924	4	1998	1	0	0	1	91	0	hispanic	3	7	7	2	0	49	3
647	924	5	1999	2	0	0	1	85	0	hispanic	3	7	7	2	0	49	3
647	924	6	2000	3	0	0	1	89	0	hispanic	3	7	7	2	0	49	3
647	895	3	1998	1	0	0	1	93	0	hispanic	3	8	8	2	0	49	3
647	895	4	1999	2	0	0	1	84	0	hispanic	3	8	8	2	0	49	3
647	895	5	2000	3	0	0	1	90	0	hispanic	3	8	8	2	0	49	3
647	824	6	1998	1	0	0	1	89	0	hispanic	3	5	5	2	0	49	3
647	807	3	1997	1	0	0		78	0	hispanic	3	7	7	2	0	49	3
647	807	4	1998	2	0	0	1	75	0	hispanic	3	7	7	2	0	49	3
647	807	5	1999	3	0	0	0	79	0	hispanic	3	7	7	2	0	49	3
647	807	6	2000	4	0	0	0	86	0	hispanic	3	7	7	2	0	49	3
647	672	6	1999	1	0	0	0	86	1	hispanic	3	6	6	2	0	49	3
647	539	4	2000	1	0	0	1	79	1	hispanic	3	9	9	2	0	49	3
647	530	4	2000	1	0	0	1	82	0	hispanic	3	9	9	2	0	49	3
647	499	3	1995	1	0	0		71	0	white	1	5	5	2	0	49	1
647	499	4	1996	2	0	1		87	0	white	1	5	5	2	0	49	1
647	499	5	1997	3	0	0		86	0	white	1	5	5	2	0	49	1
647	499	6	1998	4	0	0	0	84	0	white	1	5	5	2	0	49	1
647	473	4	1994	1	0	0	1	36	1	black	2	3	3	2	0	49	2
647	473	5	1995	2	0	1	1	52	1	black	2	3	3	2	0	49	2
647	473	6	1996	3	0	0	1	59	1	black	2	3	3	2	0	49	2
647	407	4	1995	1	0	0	1	56	1	hispanic	3	4	4	2	0	49	3
647	407	6	1997	3	0	1	1	56	1	hispanic	3	4	4	2	0	49	3
647	364	3	1994	1	0	0	1	82	0	hispanic	3	4	4	2	0	49	3
647	364	4	1995	2	0	0	1	81	0	hispanic	3	4	4	2	0	49	3
647	364	5	1996	3	0	0	1	87	0	hispanic	3	4	4	2	0	49	3
647	364	6	1997	4	0	0	1	76	0	hispanic	3	4	4	2	0	49	3
647	271	3	1994	1	0	0		76	1	white	1	4	4	2	0	49	1
647	271	4	1995	2	0	0	0	88	1	white	1	4	4	2	0	49	1
647	204	5	1998	1	0	0	1	41	0	hispanic	3	6	7	2	0	49	3
647	204	5	1999	2	1	0	1	56	0	hispanic	3	6	7	2	0	49	3
