SUBJECT	TIME	CHARITY	INCOME	PRICE	AGE	MS	DEPS
6	7	6.57088	10.7472	-0.3285	0	1	5
6	8	6.58755	10.8707	-0.40048	0	1	5
6	9	6.01127	11.0232	-1.60944	0	1	5
6	10	6.10925	11.2087	-0.3285	0	1	5
7	1	4.70048	10.3891	-0.3285	0	1	2
7	2	4.70048	10.525	-0.38566	0	1	2
7	3	4.70048	10.491	-0.38566	0	1	2
7	4	5.73657	10.5729	-0.34249	0	1	2
7	5	4.70048	10.7255	-0.30111	0	1	1
7	6	5.07517	10.739	-0.3285	0	1	1
7	7	6.13123	10.7014	-0.28768	0	1	1
7	8	5.07517	10.689	-0.28768	0	1	1
7	9	2.30259	10.6842	-1.60944	0	1	1
7	10	2.30259	10.7095	-0.16252	0	1	1
8	1	6.55251	9.1853	0	0	1	3
8	2	6.15273	9.9601	-0.23572	0	1	3
8	3	6.16961	9.5881	-0.17435	0	1	3
8	4	6.52503	10.0673	-0.21072	0	1	3
8	5	6.81892	10.4279	-0.26136	0	1	3
8	6	7.05186	10.419	-0.24846	0	1	3
8	7	7.0934	10.4332	-0.24846	0	1	3
8	8	7.22402	10.71	-0.3285	0	1	3
8	9	7.01302	10.4273	-0.69315	0	1	3
8	10	7.17472	10.5899	-0.16252	0	1	3
9	1	8.52892	10.9102	-0.56212	0	1	4
9	2	8.49188	11.1192	-0.67334	0	1	4
9	3	8.82703	11.2692	-0.67334	0	1	4
9	4	9.02954	11.3419	-0.67334	0	1	4
9	5	9.18471	11.4685	-0.57982	0	1	4
9	6	8.94794	11.2464	-0.47804	0	1	4
9	7	9.39066	11.4513	-0.54473	0	1	4
9	8	9.70565	11.8783	-0.59784	0	1	4
9	9	9.83788	11.9382	-1.89712	0	1	4
9	10	9.79702	11.8995	-0.40048	0	1	4
10	1	6.12905	10.1043	-0.27444	0	1	3
10	2	6.24222	10.3336	-0.3285	0	1	3
10	3	7.28961	10.6645	-0.46204	0	1	3
10	4	6.63332	10.3691	-0.28768	0	1	3
10	5	6.98008	9.1737	0	0	1	3
10	6	6.8222	9.681	-0.15082	0	1	3
10	7	6.75693	9.5946	-0.15082	0	1	3
10	8	5.96615	8.8223	0	0	1	3
10	9	5.24702	9.5266	-0.10536	0	1	3
10	10	6.72503	10.0132	-0.16252	0	1	3
11	1	6.02828	10.2705	-0.3285	0	1	2
11	2	5.86363	10.1333	-0.27444	0	1	2
11	3	6.31897	10.4525	-0.38566	0	1	2
11	4	6.47697	10.4411	-0.28768	0	1	2
11	5	6.50728	10.4175	-0.26136	0	1	3
11	6	6.61338	10.8164	-0.40048	0	1	3
11	7	6.80572	11.1496	-0.47804	0	1	3
11	8	6.77992	10.779	-0.3285	0	1	3
11	9	6.67834	11.0766	-1.60944	0	1	3
11	10	6.68461	10.9787	-0.3285	0	1	3
12	1	6.65028	10.235	-0.41552	1	0	0
12	2	6.90675	10.5271	-0.57982	1	0	0
12	3	7.29709	10.5337	-0.57982	1	0	0
12	4	7.22111	10.5403	-0.51083	1	0	0
12	5	7.25559	10.5297	-0.44629	1	0	0
12	6	8.79012	10.7756	-0.47804	1	0	0
12	7	8.90205	10.8102	-0.47804	1	0	0
12	8	8.92519	10.8275	-0.41552	1	0	0
12	9	7.88458	10.8333	-0.69315	1	0	0
12	10	8.15995	10.8474	-0.3285	0	0	0
13	1	4.49981	9.8811	-0.23572	0	1	6
13	2	5.05625	9.8006	-0.23572	0	1	3
13	3	5.17048	10.0065	-0.23572	0	1	5
13	4	5.26269	10.1515	-0.24846	0	1	5
13	5	5.82008	9.6238	-0.16252	0	1	5
13	6	6.05678	9.957	-0.17435	0	1	2
13	7	6.44572	9.6988	-0.15082	0	1	2
13	8	6.28786	10.011	-0.17435	0	1	2
13	9	5.8944	10.148	-0.69315	0	1	2
13	10	7.40914	10.3584	-0.16252	0	1	2
14	1	6.63857	10.9535	-0.67334	0	1	1
14	2	6.85541	11.0984	-0.67334	0	1	1
14	3	7.00125	11.3113	-0.77653	0	1	1
14	4	7.00851	11.2469	-0.67334	0	1	1
14	5	6.74406	10.6071	-0.35667	0	1	1
14	6	7.28276	10.9608	-0.47804	0	1	1
14	7	7.03878	10.9565	-0.47804	1	1	1
14	8	7.25205	11.0315	-0.47804	1	1	2
14	9	7.07665	11.4508	-0.69315	1	1	0
14	10	7.55799	11.7448	-0.40048	0	1	1
15	1	6.79122	9.8714	-0.19845	0	1	3
15	2	6.59167	9.4107	-0.15082	0	1	3
15	3	7.43838	9.7445	-0.19845	0	1	3
15	4	7.34794	9.7841	-0.15082	0	1	3
15	5	7.25205	10.011	-0.18633	0	1	3
15	6	7.50274	9.9725	-0.15082	0	1	3
15	7	7.72798	10.3585	-0.19845	0	1	3
15	8	8.05801	10.2965	-0.17435	0	1	3
15	9	8.52258	11.1059	-1.60944	0	1	3
15	10	8.25323	10.7839	-0.16252	0	1	3
16	1	6.00635	10.2628	-0.3285	0	1	4
16	2	4.52179	10.4247	-0.38566	0	1	4
16	3	4.27667	10.6262	-0.46204	0	1	3
16	4	4.2485	10.7307	-0.4943	0	1	3
16	5	4.17439	10.858	-0.43078	0	1	3
16	6	2.30259	11.0323	-0.47804	0	1	3
16	7	5.99645	11.0227	-0.47804	0	1	2
16	8	5.56834	10.8928	-0.40048	0	1	2
16	9	5.67675	11.1627	-0.69315	0	1	2
16	10	5.71043	11.1151	-0.3285	0	1	2
17	1	6.97073	10.0944	-0.27444	0	1	1
17	2	6.88038	10.0657	-0.27444	0	1	1
17	3	6.19441	10.3704	-0.3285	0	1	2
17	4	7.00307	10.7057	-0.34249	0	1	2
17	5	7.21818	10.7899	-0.35667	0	1	2
17	6	7.59287	10.92	-0.40048	0	1	2
17	7	7.84071	11.0116	-0.40048	0	1	2
17	8	7.83162	11.122	-0.47804	0	1	2
17	9	8.01301	11.197	-0.69315	0	1	2
17	10	8.48426	11.3776	-0.3285	0	1	2
18	1	8.44699	10.3605	-0.3285	0	1	2
18	2	8.19836	10.7489	-0.56212	0	1	1
18	3	7.78447	10.6874	-0.56212	0	1	2
18	4	6.43775	10.8317	-0.4943	0	1	2
18	5	6.59578	10.8846	-0.43078	0	1	2
18	6	6.76964	11.0125	-0.47804	0	1	1
18	7	7.02108	11.1572	-0.47804	0	1	1
18	8	6.95081	11.2689	-0.54473	0	1	1
18	9	6.53669	11.0688	-0.69315	0	1	1
18	10	6.2691	10.7438	-0.3285	0	1	1
19	1	6.24804	10.6939	-0.46204	0	1	5
19	2	6.99942	10.639	-0.46204	0	1	5
19	3	6.60665	10.9301	-0.56212	0	1	5
19	4	7.14677	11.0283	-0.57982	0	1	5
19	5	8.79255	11.0558	-0.43078	0	1	5
19	6	7.38026	11.1016	-0.47804	0	1	5
19	7	6.89264	11.2285	-0.54473	0	1	5
19	8	6.83518	11.0461	-0.40048	0	1	5
19	9	7.18539	10.8828	-1.60944	0	1	5
19	10	7.17396	11.2636	-0.3285	0	1	5
20	1	8.78569	11.1841	-0.67334	0	1	3
20	2	9.02305	11.3168	-0.67334	0	1	3
20	3	9.06705	11.0539	-0.56212	0	1	3
20	4	8.81863	10.1943	-0.21072	0	1	1
20	5	8.97335	10.3297	-0.18633	1	1	1
20	6	9.32367	10.5053	-0.19845	1	1	1
20	7	9.40829	10.4164	-0.17435	1	1	2
20	8	9.52879	10.4344	-0.15082	1	1	2
20	9	9.44699	10.4109	-0.69315	0	1	1
20	10	9.42222	10.5545	-0.16252	0	1	1
21	1	4.94164	9.4279	-0.15082	0	1	4
21	2	5.3845	9.4382	-0.15082	0	1	4
21	3	5.36598	9.3835	-0.15082	0	1	4
21	4	5.56834	9.386	-0.12783	0	1	4
21	5	5.07517	9.8009	-0.16252	0	1	4
21	6	5.07517	10.0506	-0.15082	0	1	5
21	7	4.70048	10.2268	-0.17435	0	1	4
21	8	4.70048	10.425	-0.19845	0	1	4
21	9	4.70048	10.824	-1.60944	0	1	3
21	10	5.77455	10.7573	-0.3285	0	1	2
22	1	5.43808	10.4647	-0.38566	0	1	3
22	2	5.85793	10.4541	-0.3285	0	1	3
22	3	5.8861	10.5703	-0.38566	0	1	3
22	4	5.8999	10.5227	-0.34249	0	1	3
22	5	5.9135	10.5411	-0.30111	0	1	3
22	6	5.9135	10.4879	-0.28768	0	1	3
22	7	6.25383	10.708	-0.3285	0	1	3
22	8	6.20456	10.8246	-0.40048	0	1	3
22	9	6.30079	10.9853	-1.60944	0	1	3
22	10	6.21461	11.0089	-0.3285	0	1	3
23	1	6.40523	10.2495	-0.3285	0	1	4
23	2	6.27288	10.2898	-0.3285	0	1	4
23	3	6.47697	10.3713	-0.3285	0	1	4
23	4	6.34564	10.2629	-0.24846	0	1	4
23	5	6.13123	10.2853	-0.21072	0	1	4
23	6	6.41346	10.5584	-0.24846	0	1	4
23	7	6.07535	10.5337	-0.24846	1	1	3
23	8	6.52942	10.3587	-0.19845	1	1	3
23	9	6.41346	10.8788	-0.69315	1	1	0
23	10	6.23441	10.3884	-0.16252	0	1	1
24	1	5.92426	10.0078	-0.23572	0	1	3
24	2	6.21461	10.143	-0.27444	0	1	3
24	3	6.08677	10.1857	-0.27444	0	1	3
24	4	6.2634	10.3948	-0.28768	0	1	3
24	5	6.43615	10.427	-0.26136	0	1	3
24	6	7.04925	10.8357	-0.40048	0	1	3
24	7	7.34472	10.976	-0.40048	0	1	3
24	8	7.48268	10.9735	-0.40048	0	1	3
24	9	7.98922	11.1956	-0.69315	0	1	3
24	10	8.0369	11.1453	-0.3285	0	1	3
25	1	5.77765	9.9865	-0.23572	0	1	5
25	2	6.16121	10.4662	-0.3285	0	1	5
25	3	6.3081	10.3615	-0.3285	0	1	5
25	4	6.8222	10.5249	-0.34249	0	1	5
25	5	7.1309	10.5056	-0.30111	0	1	6
25	6	7.15462	10.5124	-0.28768	0	1	6
25	7	7.07412	10.5544	-0.28768	0	1	6
25	8	7.13569	10.6373	-0.28768	0	1	6
25	9	7.25134	10.6738	-0.69315	0	1	3
25	10	7.03439	10.7765	-0.3285	0	1	3
26	1	4.70048	10.2637	-0.38566	0	1	1
26	2	4.75359	10.1706	-0.3285	0	1	1
26	3	4.78749	10.3763	-0.38566	0	1	1
26	4	5.1358	10.1655	-0.24846	0	1	2
26	5	5.22036	10.5524	-0.35667	0	1	2
26	6	5.5835	10.2979	-0.24846	0	1	3
26	7	5.39363	10.4612	-0.28768	0	1	3
26	8	5.4848	10.6179	-0.28768	0	1	3
26	9	5.43808	10.8134	-1.60944	0	1	3
26	10	5.32301	10.9831	-0.3285	0	1	3
27	1	6.18208	10.315	-0.3285	0	1	5
27	2	6.2653	10.5257	-0.38566	0	1	5
27	3	6.38519	10.6291	-0.46204	0	1	5
27	4	6.20859	10.6499	-0.40048	0	1	5
27	5	6.02102	10.4747	-0.30111	0	1	5
27	6	6.11147	10.6915	-0.3285	0	1	5
27	7	6.40688	10.7183	-0.3285	0	1	4
27	8	6.63857	10.8039	-0.40048	0	1	4
27	9	6.47543	10.891	-1.60944	0	1	4
27	10	6.56386	10.9489	-0.3285	0	1	3
28	1	6.41182	10.95	-0.56212	0	1	2
28	2	7.23562	10.9675	-0.56212	0	1	2
28	3	7.26613	11.1249	-0.67334	0	1	2
28	4	7.8973	11.5541	-0.67334	0	1	2
28	5	8.05579	11.4114	-0.57982	0	1	2
28	6	7.8694	11.6466	-0.59784	0	1	2
28	7	7.73805	11.5547	-0.54473	0	1	2
28	8	7.73061	11.5268	-0.54473	0	1	2
28	9	7.54168	11.907	-1.89712	0	1	2
28	10	7.29641	11.3879	-0.3285	0	1	2
29	1	3.4012	9.5742	-0.19845	0	1	2
29	2	3.4012	9.9899	-0.23572	0	1	2
29	3	3.04452	9.9494	-0.23572	0	1	2
29	4	6.70441	10.0703	-0.24846	0	1	2
29	5	6.3315	10.0341	-0.21072	0	1	2
29	6	7.02554	9.4108	0	0	1	2
29	7	6.98472	10.1833	-0.17435	0	1	2
29	8	2.30259	10.2165	-0.19845	0	1	2
29	9	7.64108	10.0677	-0.69315	0	1	2
29	10	6.94022	10.1954	-0.16252	0	1	2
30	1	6.44413	9.8872	-0.23572	0	1	3
30	2	6.74052	9.9266	-0.23572	0	1	3
30	3	6.92166	9.9828	-0.23572	0	1	3
30	4	6.80572	10.2474	-0.24846	0	1	3
30	5	7.26403	10.2563	-0.21072	0	1	3
30	6	7.0859	10.3255	-0.24846	0	1	3
30	7	7.22257	10.6322	-0.3285	0	1	3
30	8	7.09589	10.736	-0.3285	0	1	3
30	9	7.74932	11.2483	-0.69315	0	1	3
30	10	7.77022	10.5345	-0.16252	0	1	3
31	1	6.1203	9.9852	-0.23572	0	1	4
31	2	6.06146	10.2954	-0.3285	0	1	3
31	3	6.56526	10.5866	-0.38566	0	1	3
31	4	7.74803	10.7257	-0.40048	0	1	2
31	5	7.13648	10.3009	-0.21072	0	1	2
31	6	7.41998	10.3603	-0.24846	0	1	2
31	7	6.85646	10.2804	-0.19845	0	1	2
31	8	7.45008	10.0682	-0.17435	0	1	2
31	9	6.81344	10.5168	-0.69315	0	1	1
31	10	6.2804	10.4391	-0.16252	0	1	1
32	1	7.63046	9.9316	-0.23572	0	1	3
32	2	7.6009	9.9039	-0.23572	0	1	3
32	3	7.77402	10.0398	-0.23572	0	1	3
32	4	7.81642	10.0982	-0.24846	0	1	2
32	5	7.78697	10.097	-0.21072	0	1	3
32	6	7.65539	9.9721	-0.17435	0	1	3
32	7	7.70391	10.031	-0.17435	0	1	3
32	8	7.5989	10.0887	-0.17435	0	1	3
32	9	6.23441	10.252	-0.69315	0	1	3
32	10	6.27288	10.2428	-0.16252	0	1	2
33	1	5.0876	9.8851	-0.35667	0	0	1
33	2	5.0626	9.9951	-0.35667	0	0	1
33	3	4.91998	10.1472	-0.41552	0	0	1
33	4	7.03878	10.868	-0.57982	0	1	2
33	5	6.34564	10.8136	-0.43078	0	1	3
33	6	6.80239	10.8835	-0.40048	0	1	3
33	7	7.04491	10.9282	-0.40048	0	1	2
33	8	8.18256	10.9418	-0.40048	0	1	1
33	9	8.25323	11.0056	-1.60944	0	1	1
33	10	8.04879	11.076	-0.3285	0	1	2
34	1	7.85748	10.7346	-0.56212	1	1	1
34	2	7.99463	10.8247	-0.56212	1	1	1
34	3	7.78531	10.8264	-0.56212	1	1	1
34	4	7.98786	10.6423	-0.40048	1	1	2
34	5	7.63675	10.4258	-0.30111	1	1	2
34	6	8.08825	10.3542	-0.24846	1	1	2
34	7	7.32053	9.1529	-0.11653	1	1	2
34	8	7.29641	9.6258	-0.15082	1	1	2
34	9	6.75693	9.5112	0	1	1	0
34	10	6.08904	8.9593	0	0	1	1
35	1	5.02388	10.0657	-0.41552	0	0	0
35	2	5.8861	10.3078	-0.4943	0	0	0
35	3	5.82895	10.4784	-0.57982	0	0	0
35	4	6.10925	10.4082	-0.43078	0	0	0
35	5	5.51343	10.3663	-0.38566	0	0	0
35	6	5.57973	10.4309	-0.41552	0	0	0
35	7	5.49306	10.463	-0.41552	0	0	0
35	8	5.2933	10.5053	-0.35667	0	0	0
35	9	5.4848	10.3838	-1.60944	0	0	0
35	10	5.8944	9.9489	-0.16252	0	0	0
36	1	6.54535	10.2089	-0.27444	0	1	6
36	2	6.73102	9.8208	-0.19845	0	1	6
36	3	7.45414	10.3807	-0.3285	0	1	6
36	4	6.87109	10.2619	-0.24846	0	1	6
36	5	6.97354	10.6162	-0.35667	0	1	6
36	6	7.57507	10.8709	-0.40048	0	1	6
36	7	7.6912	10.9372	-0.40048	0	1	6
36	8	7.82365	10.5934	-0.24846	0	1	6
36	9	8.31017	10.5181	-0.69315	0	1	5
36	10	7.88608	10.6471	-0.16252	0	1	5
37	1	7.32515	10.7949	-0.56212	0	1	2
37	2	7.5148	10.795	-0.56212	0	1	2
37	3	7.60539	10.8844	-0.56212	0	1	2
37	4	7.51643	10.8822	-0.4943	0	1	2
37	5	7.77402	10.9129	-0.43078	0	1	2
37	6	7.79606	10.937	-0.40048	0	1	2
37	7	8.0206	11.0101	-0.47804	0	1	2
37	8	8.10046	11.0687	-0.47804	0	1	2
37	9	7.84542	11.0142	-0.69315	0	1	1
37	10	7.04752	11.3615	-0.40048	0	1	2
38	1	3.4012	9.7175	-0.30111	0	0	0
38	2	2.30259	10.3532	-0.4943	0	0	0
38	3	3.04452	9.5694	-0.19845	0	0	0
38	4	4.27667	10.1146	-0.17435	0	0	0
38	5	3.09104	10.286	-0.3285	0	0	0
38	6	3.52636	10.1666	-0.26136	0	0	0
38	7	4.44265	10.1829	-0.30111	0	0	0
38	8	2.30259	10.8362	-0.40048	0	1	1
38	9	2.30259	10.9067	-1.60944	0	1	1
38	10	2.30259	10.8623	-0.3285	0	1	2
39	1	4.85203	10.0555	-0.30111	0	0	2
39	2	4.86753	10.311	-0.37106	0	0	2
39	3	4.90527	10.3153	-0.4943	0	0	0
39	4	4.90527	10.2823	-0.43078	0	0	0
39	5	5.16479	9.6828	-0.21072	0	0	0
39	6	4.76217	10.3281	-0.35667	0	0	0
39	7	5.52146	10.492	-0.41552	0	0	0
39	8	5.69373	10.4178	-0.35667	0	0	0
39	9	5.56068	10.3841	-1.60944	0	0	0
39	10	5.81114	10.3504	-0.3285	0	0	0
40	1	6.19848	10.7386	-0.56212	0	1	1
40	2	6.03787	10.4661	-0.38566	0	1	1
40	3	5.30827	10.7193	-0.56212	0	1	1
40	4	6.03309	10.703	-0.4943	0	1	2
40	5	6.04025	10.9445	-0.51083	0	1	2
40	6	6.10479	10.9438	-0.47804	0	1	2
40	7	6.07764	10.9209	-0.40048	0	1	2
40	8	5.97889	11.3061	-0.54473	0	1	3
40	9	6.51619	11.0106	-0.69315	0	1	3
40	10	6.9613	10.9571	-0.3285	0	1	3
41	1	5.56452	10.5771	-0.46204	0	1	3
41	2	5.91889	10.6775	-0.56212	0	1	2
41	3	6.52796	10.7752	-0.56212	0	1	2
41	4	6.84375	10.7765	-0.4943	0	1	2
41	5	7.01571	10.8988	-0.43078	0	1	2
41	6	7.18387	10.8945	-0.40048	0	1	1
41	7	7.15305	10.9894	-0.47804	0	1	1
41	8	6.92756	10.9839	-0.40048	0	1	1
41	9	6.10925	10.9831	-0.69315	0	1	1
41	10	6.84694	11.3011	-0.3285	0	1	2
42	1	6.38856	10.2416	-0.38566	0	1	1
42	2	6.50129	9.4831	-0.19845	0	1	1
42	3	6.25767	9.4895	-0.27444	0	1	0
42	4	5.8999	9.8309	-0.21072	0	1	1
42	5	6.2634	9.8899	-0.18633	0	1	1
42	6	6.35089	9.9149	-0.26136	0	0	0
42	7	6.64769	9.8934	-0.26136	0	0	0
42	8	6.60935	10.1826	-0.19845	0	1	2
42	9	5.95324	10.2942	-0.69315	0	1	2
42	10	5.24702	9.8564	-0.16252	0	1	2
43	1	5.57215	10.3927	-0.3285	0	1	4
43	2	6.04025	10.4646	-0.38566	0	1	4
43	3	6.19441	10.624	-0.46204	0	1	4
43	4	6.06379	10.5273	-0.40048	0	1	2
43	5	6.21461	10.4888	-0.30111	0	1	2
43	6	6.23441	10.6416	-0.28768	0	1	2
43	7	6.42162	10.6256	-0.3285	0	1	2
43	8	6.57228	10.6469	-0.28768	0	1	2
43	9	6.61338	10.5337	-0.69315	0	1	2
43	10	6.59987	10.4993	-0.16252	0	1	2
44	1	6.49224	10.9458	-0.67334	0	1	1
44	2	6.62936	10.8798	-0.56212	0	1	1
44	3	6.68085	10.9758	-0.67334	0	1	1
44	4	6.68461	10.7564	-0.4943	0	1	1
44	5	6.66568	10.8016	-0.43078	0	1	1
44	6	6.39693	11.0175	-0.47804	0	1	1
44	7	6.39693	10.9362	-0.40048	0	1	1
44	8	6.7093	10.9249	-0.40048	0	1	1
44	9	6.7334	11.3163	-0.69315	0	1	1
44	10	6.71538	11.3119	-0.3285	0	1	1
45	1	8.20111	10.6333	-0.38566	0	1	5
45	2	8.24197	10.667	-0.46204	0	1	5
45	3	8.53129	10.8491	-0.56212	0	1	5
45	4	8.63034	11.04	-0.57982	0	1	5
45	5	8.67231	11.1775	-0.51083	0	1	5
45	6	8.6008	11.0289	-0.40048	0	1	5
45	7	8.2953	11.1991	-0.47804	0	1	4
45	8	8.03754	11.0104	-0.40048	0	1	5
45	9	7.73892	10.9548	-1.60944	0	1	4
45	10	8.0427	10.9692	-0.3285	0	1	3
46	1	2.30259	10.1274	-0.27444	0	1	3
46	2	5.24702	10.0611	-0.19845	0	1	3
46	3	5.55683	9.9702	-0.19845	0	1	3
46	4	5.41165	10.2887	-0.24846	0	1	3
46	5	5.85793	10.2573	-0.18633	0	1	3
46	6	5.52146	10.3807	-0.19845	0	1	2
46	7	5.85793	10.323	-0.19845	0	1	2
46	8	5.52146	10.4568	-0.19845	0	1	2
46	9	5.56068	10.5939	-0.69315	0	1	2
46	10	5.56068	10.708	-0.16252	0	1	2
47	1	4.58497	10.4151	-0.38566	0	1	2
47	2	5.04343	10.4809	-0.46204	0	1	2
47	3	4.96981	10.841	-0.56212	0	1	2
47	4	5.98645	11.3922	-0.67334	0	1	2
47	5	6.1203	11.4171	-0.57982	0	1	3
47	6	6.17379	11.4011	-0.54473	0	1	3
47	7	6.84055	11.6916	-0.59784	0	1	3
47	8	7.64252	11.8508	-0.67334	0	1	3
47	9	6.63595	11.8678	-1.89712	0	1	3
47	10	7.20415	11.7974	-0.40048	0	1	4
