CUSIP	PERMNO	PERMCO	HSICCD	TICKER	COMNAM	DATE	PRC	RET	VWRETD	SPRTRN	qyear	qmonth	qday	riskf	retfree	vwfree	spfree	Time
90273710	10085	8029	6321	UICI	UICI	30JUN1998	27.25	-3.1111112	3.272685	3.943822	1998	6	30	0.3928333333	-3.503944533	2.8798516667	3.5509886667	42
90273710	10085	8029	6321	UICI	UICI	31JUL1998	23.5	-13.7614682	-2.315474	-1.16154	1998	7	31	0.39625	-14.1577182	-2.711724	-1.55779	43
90273710	10085	8029	6321	UICI	UICI	31AUG1998	15.1875	-35.3723407	-15.67651	-14.57967	1998	8	31	0.39175	-35.7640907	-16.06826	-14.97142	44
90273710	10085	8029	6321	UICI	UICI	30SEP1998	16.5	8.64197537	6.413473	6.239554	1998	9	30	0.3365	8.30547537	6.076973	5.903054	45
90273710	10085	8029	6321	UICI	UICI	30OCT1998	14.75	-10.6060609	7.438411	8.02942	1998	10	30	0.2964166667	-10.90247757	7.1419943333	7.7330033333	46
90273710	10085	8029	6321	UICI	UICI	30NOV1998	19.875	34.74576175	6.181145	5.912603	1998	11	30	0.3705833333	34.375178417	5.8105616667	5.5420196667	47
90273710	10085	8029	6321	UICI	UICI	31DEC1998	24.5	23.2704401	6.330867	5.637531	1998	12	31	0.3665833333	22.903856767	5.9642836667	5.2709476667	48
90273710	10085	8029	6321	UICI	UICI	29JAN1999	21.5625	-11.9897962	3.82932	4.100941	1999	1	29	0.3678333333	-12.35762953	3.4614866667	3.7331076667	49
90273710	10085	8029	6321	UICI	UICI	26FEB1999	23	6.66666701	-3.786729	-3.228252	1999	2	26	0.3759166667	6.2907503433	-4.162645667	-3.604168667	50
90273710	10085	8029	6321	UICI	UICI	31MAR1999	22.5	-2.1739131	3.80318	3.879418	1999	3	31	0.38025	-2.5541631	3.42293	3.499168	51
90273710	10085	8029	6321	UCI	UICI	30APR1999	24.5	8.8888891	4.892567	3.794398	1999	4	30	0.3715	8.5173891	4.521067	3.422898	52
90273710	10085	8029	6321	UCI	UICI	28MAY1999	24	-2.0408163	-2.081311	-2.497042	1999	5	28	0.36875	-2.4095663	-2.450061	-2.865792	53
90273710	10085	8029	6321	UCI	UICI	30JUN1999	27.625	15.10416716	5.093777	5.443833	1999	6	30	0.37025	14.73391716	4.723527	5.073583	54
90273710	10085	8029	6321	UCI	UICI	30JUL1999	28.1875	2.03619916	-3.062632	-3.20461	1999	7	30	0.37125	1.66494916	-3.433882	-3.57586	55
90273710	10085	8029	6321	UCI	UICI	31AUG1999	26.25	-6.8736143	-1.004459	-0.6254139	1999	8	31	0.3754166667	-7.249030967	-1.379875667	-1.000830567	56
90273710	10085	8029	6321	UCI	UICI	30SEP1999	25.5625	-2.6190476	-2.280906	-2.855174	1999	9	30	0.3755	-2.9945476	-2.656406	-3.230674	57
90273710	10085	8029	6321	UCI	UICI	29OCT1999	26.5	3.66748162	6.225669	6.253947	1999	10	29	0.36425	3.30323162	5.861419	5.889697	58
90273710	10085	8029	6321	UCI	UICI	30NOV1999	24.5	-7.5471699	3.609573	1.906187	1999	11	30	0.3813333333	-7.928503233	3.2282396667	1.5248536667	59
90273710	10085	8029	6321	UCI	UICI	31DEC1999	10.5625	-56.8877578	8.30537	5.784392	1999	12	31	0.4255833333	-57.31334113	7.8797866667	5.3588086667	60
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JAN1995	12.75	21.42857164	2.055579	2.427766	1995	1	31	0.4335	20.99507164	1.622079	1.994266	1
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28FEB1995	12.375	-2.9411765	3.962284	3.607415	1995	2	28	0.4199166667	-3.361093167	3.5423673333	3.1874983333	2
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAR1995	11.75	-5.050505	2.698227	2.732924	1995	3	31	0.4829166667	-5.533421667	2.2153103333	2.2500073333	3
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28APR1995	12.125	3.19148935	2.488283	2.79603	1995	4	28	0.4795	2.71198935	2.008783	2.31653	4
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAY1995	11.375	-6.185567	3.414649	3.631171	1995	5	31	0.4719166667	-6.657483667	2.9427323333	3.1592543333	5
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JUN1995	12.5	9.89011005	3.084069	2.127859	1995	6	30	0.4455	9.44461005	2.638569	1.682359	6
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JUL1995	11.875	-5.0000001	4.066735	3.177604	1995	7	31	0.4555833333	-5.455583433	3.6111516667	2.7220206667	7
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31AUG1995	15.75	32.63157904	0.9342693	-0.0320251	1995	8	31	0.449	32.18257904	0.4852693	-0.4810251	8
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29SEP1995	15.375	-2.3809524	3.639053	4.009753	1995	9	29	0.4480833333	-2.829035733	3.1909696667	3.5616696667	9
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31OCT1995	16.625	8.130081	-1.114542	-0.4979381	1995	10	31	0.4199166667	7.7101643333	-1.534458667	-0.917854767	10
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30NOV1995	18.25	9.77443606	4.297101	4.104901	1995	11	30	0.45325	9.32118606	3.843851	3.651651	11
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29DEC1995	19.875	8.9041099	1.539985	1.744388	1995	12	29	0.3835833333	8.5205265667	1.1564016667	1.3608046667	12
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JAN1996	18.25	-8.176101	2.808744	3.261734	1996	1	31	0.4125	-8.588601	2.396244	2.849234	13
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29FEB1996	16.875	-7.5342469	1.605816	0.6933744	1996	2	29	0.4166666667	-7.950913567	1.1891493333	0.2767077333	14
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29MAR1996	16.75	-0.7407407	1.120208	0.7916556	1996	3	29	0.4345	-1.1752407	0.685708	0.3571556	15
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30APR1996	15.625	-6.7164183	2.512533	1.343145	1996	4	30	0.40725	-7.1236683	2.105283	0.935895	16
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAY1996	16.5	5.60000017	2.672205	2.285339	1996	5	31	0.4209166667	5.1790835033	2.2512883333	1.8644223333	17
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28JUN1996	16.625	0.75757578	-0.7659201	0.2256695	1996	6	28	0.4030833333	0.3544924467	-1.169003433	-0.177413833	18
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JUL1996	15	-9.7744361	-5.339026	-4.574803	1996	7	31	0.421	-10.1954361	-5.760026	-4.995803	19
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30AUG1996	14.875	-0.8333334	3.222239	1.881397	1996	8	30	0.4276666667	-1.261000067	2.7945723333	1.4537303333	20
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30SEP1996	17.625	18.48739535	5.299181	5.417261	1996	9	30	0.4174166667	18.069978683	4.8817643333	4.9998443333	21
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31OCT1996	16	-9.2198581	1.393774	2.613086	1996	10	31	0.4143333333	-9.634191433	0.9794406667	2.1987526667	22
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29NOV1996	15	-6.25	6.572963	7.337615	1996	11	29	0.41325	-6.66325	6.159713	6.924365	23
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31DEC1996	16.875	12.83333302	-1.136152	-2.150538	1996	12	31	0.407	12.42633302	-1.543152	-2.557538	24
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JAN1997	17.625	4.44444455	5.303951	6.131706	1997	1	31	0.415	4.02944455	4.888951	5.716706	25
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28FEB1997	17.5	-0.7092198	-0.0888769	0.5927547	1997	2	28	0.4221666667	-1.131386467	-0.511043567	0.1705880333	26
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAR1997	17.5	0.28571428	-4.439577	-4.2614	1997	3	31	0.4360833333	-0.150369053	-4.875660333	-4.697483333	27
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30APR1997	17.75	1.42857144	4.248022	5.840554	1997	4	30	0.41675	1.01182144	3.831272	5.423804	28
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30MAY1997	19.25	8.45070407	7.1263	5.857688	1997	5	30	0.36875	8.08195407	6.75755	5.488938	29
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JUN1997	21	9.35064927	4.419938	4.345263	1997	6	30	0.42125	8.92939927	3.998688	3.924013	30
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JUL1997	24.1875	15.17857164	7.631584	7.812323	1997	7	31	0.4273333333	14.751238307	7.2042506667	7.3849896667	31
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29AUG1997	23.1875	-4.134367	-3.645599	-5.744585	1997	8	29	0.419	-4.553367	-4.064599	-6.163585	32
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30SEP1997	25.9375	12.07547113	5.800938	5.315352	1997	9	30	0.3965833333	11.678887797	5.4043546667	4.9187686667	33
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31OCT1997	25	-3.6144577	-3.411617	-3.447766	1997	10	31	0.4085833333	-4.023041033	-3.820200333	-3.856349333	34
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28NOV1997	25.1875	0.74999998	3.111925	4.458682	1997	11	28	0.4166666667	0.3333333133	2.6952583333	4.0420153333	35
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31DEC1997	26	3.6228288	1.797892	1.573163	1997	12	31	0.4265	3.1963288	1.371392	1.146663	36
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JAN1998	27.75	6.73076957	0.4423167	1.015014	1998	1	30	0.4196666667	6.3111029033	0.0226500333	0.5953473333	37
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	27FEB1998	26.75	-3.6036037	7.282165	7.044926	1998	2	27	0.4276666667	-4.031270367	6.8544983333	6.6172593333	38
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAR1998	26.875	0.84112147	5.135155	4.994568	1998	3	31	0.4366666667	0.4044548033	4.6984883333	4.5579013333	39
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30APR1998	28.5	6.04651161	1.093683	0.9076469	1998	4	30	0.3948333333	5.6516782767	0.6988496667	0.5128135667	40
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29MAY1998	28.1875	-1.0964912	-2.545036	-1.882617	1998	5	29	0.3814166667	-1.477907867	-2.926452667	-2.264033667	41
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JUN1998	28.6875	2.34146342	3.272685	3.943822	1998	6	30	0.3928333333	1.9486300867	2.8798516667	3.5509886667	42
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31JUL1998	25.8125	-10.0217864	-2.315474	-1.16154	1998	7	31	0.39625	-10.4180364	-2.711724	-1.55779	43
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31AUG1998	24.875	-3.6319613	-15.67651	-14.57967	1998	8	31	0.39175	-4.0237113	-16.06826	-14.97142	44
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30SEP1998	26	5.16582914	6.413473	6.239554	1998	9	30	0.3365	4.82932914	6.076973	5.903054	45
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30OCT1998	24.5625	-5.528846	7.438411	8.02942	1998	10	30	0.2964166667	-5.825262667	7.1419943333	7.7330033333	46
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30NOV1998	24.3125	-1.0178117	6.181145	5.912603	1998	11	30	0.3705833333	-1.388395033	5.8105616667	5.5420196667	47
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31DEC1998	23.1875	-3.9691519	6.330867	5.637531	1998	12	31	0.3665833333	-4.335735233	5.9642836667	5.2709476667	48
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29JAN1999	21.1875	-8.6253367	3.82932	4.100941	1999	1	29	0.3678333333	-8.993170033	3.4614866667	3.7331076667	49
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	26FEB1999	19.125	-9.7345136	-3.786729	-3.228252	1999	2	26	0.3759166667	-10.11043027	-4.162645667	-3.604168667	50
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31MAR1999	16.25	-14.1960785	3.80318	3.879418	1999	3	31	0.38025	-14.5763285	3.42293	3.499168	51
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30APR1999	17.9375	10.38461551	4.892567	3.794398	1999	4	30	0.3715	10.01311551	4.521067	3.422898	52
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	28MAY1999	18.3125	2.09059231	-2.081311	-2.497042	1999	5	28	0.36875	1.72184231	-2.450061	-2.865792	53
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JUN1999	18.5	1.89761091	5.093777	5.443833	1999	6	30	0.37025	1.52736091	4.723527	5.073583	54
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30JUL1999	18.875	2.02702694	-3.062632	-3.20461	1999	7	30	0.37125	1.65577694	-3.433882	-3.57586	55
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31AUG1999	18.75	0.18543045	-1.004459	-0.6254139	1999	8	31	0.3754166667	-0.189986217	-1.379875667	-1.000830567	56
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30SEP1999	19.375	3.33333351	-2.280906	-2.855174	1999	9	30	0.3755	2.95783351	-2.656406	-3.230674	57
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	29OCT1999	19.9375	2.90322583	6.225669	6.253947	1999	10	29	0.36425	2.53897583	5.861419	5.889697	58
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	30NOV1999	19.375	-2.8213166	3.609573	1.906187	1999	11	30	0.3813333333	-3.202649933	3.2282396667	1.5248536667	59
	10119	8064	6331	TW	20TH CENTURY INDUSTRIES	31DEC1999	19.3125	0.50322581	8.30537	5.784392	1999	12	31	0.4255833333	0.0776424767	7.8797866667	5.3588086667	60
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JAN1995	17.5	18.64406765	2.055579	2.427766	1995	1	31	0.4335	18.21056765	1.622079	1.994266	1
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	28FEB1995	17.25	-1.0857143	3.962284	3.607415	1995	2	28	0.4199166667	-1.505630967	3.5423673333	3.1874983333	2
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31MAR1995	16.25	-5.7971016	2.698227	2.732924	1995	3	31	0.4829166667	-6.280018267	2.2153103333	2.2500073333	3
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	28APR1995	16.25	0	2.488283	2.79603	1995	4	28	0.4795	-0.4795	2.008783	2.31653	4
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31MAY1995	16	-1.0461539	3.414649	3.631171	1995	5	31	0.4719166667	-1.518070567	2.9427323333	3.1592543333	5
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30JUN1995	15.5	-3.125	3.084069	2.127859	1995	6	30	0.4455	-3.5705	2.638569	1.682359	6
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JUL1995	15.375	-0.8064516	4.066735	3.177604	1995	7	31	0.4555833333	-1.262034933	3.6111516667	2.7220206667	7
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31AUG1995	15.03125	-1.715447	0.9342693	-0.0320251	1995	8	31	0.449	-2.164447	0.4852693	-0.4810251	8
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29SEP1995	15.25	1.45530142	3.639053	4.009753	1995	9	29	0.4480833333	1.0072180867	3.1909696667	3.5616696667	9
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31OCT1995	14.9375	-2.0491803	-1.114542	-0.4979381	1995	10	31	0.4199166667	-2.469096967	-1.534458667	-0.917854767	10
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30NOV1995	16	7.64853582	4.297101	4.104901	1995	11	30	0.45325	7.19528582	3.843851	3.651651	11
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29DEC1995	16.25	1.5625	1.539985	1.744388	1995	12	29	0.3835833333	1.1789166667	1.1564016667	1.3608046667	12
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JAN1996	17.25	6.15384616	2.808744	3.261734	1996	1	31	0.4125	5.74134616	2.396244	2.849234	13
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29FEB1996	16.5	-3.8840581	1.605816	0.6933744	1996	2	29	0.4166666667	-4.300724767	1.1891493333	0.2767077333	14
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29MAR1996	14.25	-13.636364	1.120208	0.7916556	1996	3	29	0.4345	-14.070864	0.685708	0.3571556	15
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30APR1996	14.75	3.50877196	2.512533	1.343145	1996	4	30	0.40725	3.10152196	2.105283	0.935895	16
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31MAY1996	17.625	20.03389746	2.672205	2.285339	1996	5	31	0.4209166667	19.612980793	2.2512883333	1.8644223333	17
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	28JUN1996	20.625	17.02127606	-0.7659201	0.2256695	1996	6	28	0.4030833333	16.618192727	-1.169003433	-0.177413833	18
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JUL1996	18.75	-9.0909094	-5.339026	-4.574803	1996	7	31	0.421	-9.5119094	-5.760026	-4.995803	19
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30AUG1996	18.5625	-0.4666667	3.222239	1.881397	1996	8	30	0.4276666667	-0.894333367	2.7945723333	1.4537303333	20
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30SEP1996	18.375	-1.010101	5.299181	5.417261	1996	9	30	0.4174166667	-1.427517667	4.8817643333	4.9998443333	21
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31OCT1996	17.9375	-2.3809524	1.393774	2.613086	1996	10	31	0.4143333333	-2.795285733	0.9794406667	2.1987526667	22
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29NOV1996	17.8125	-0.1393728	6.572963	7.337615	1996	11	29	0.41325	-0.5526228	6.159713	6.924365	23
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31DEC1996	18.375	3.15789469	-1.136152	-2.150538	1996	12	31	0.407	2.75089469	-1.543152	-2.557538	24
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JAN1997	18.0625	-1.7006803	5.303951	6.131706	1997	1	31	0.415	-2.1156803	4.888951	5.716706	25
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	28FEB1997	17.375	-3.2525949	-0.0888769	0.5927547	1997	2	28	0.4221666667	-3.674761567	-0.511043567	0.1705880333	26
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31MAR1997	17.375	0	-4.439577	-4.2614	1997	3	31	0.4360833333	-0.436083333	-4.875660333	-4.697483333	27
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30APR1997	17.75	2.15827338	4.248022	5.840554	1997	4	30	0.41675	1.74152338	3.831272	5.423804	28
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30MAY1997	17.75	0.56338031	7.1263	5.857688	1997	5	30	0.36875	0.19463031	6.75755	5.488938	29
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30JUN1997	22.625	27.46478915	4.419938	4.345263	1997	6	30	0.42125	27.04353915	3.998688	3.924013	30
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	31JUL1997	20.125	-11.0497236	7.631584	7.812323	1997	7	31	0.4273333333	-11.47705693	7.2042506667	7.3849896667	31
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	29AUG1997	19.375	-3.2298137	-3.645599	-5.744585	1997	8	29	0.419	-3.6488137	-4.064599	-6.163585	32
5775520	10239	714	6330	BWIN	BALDWIN & LYONS INC	30SEP1997	20.375	5.16129024	5.800938	5.315352	1997	9	30	0.3965833333	4.7647069067	5.4043546667	4.9187686667	33
