SIC	FIRMID	TIME	SFDMAT	DEBTMAT	MVBV	SIZE	CHNGEEPS	GTAXRATE	BTAXRATE	ASSETMAT	VAR	ADVRD	INTANG	TERM	BONDRATE	RATEDUM	TAXRATE	LOWBOND	HIGHBOND	LEVERAGE
1040	3	4	3.660399914	4.990099907	1.028669953	7.662799835	-0.01	0	-0.101700001	11.87139988	0.040736001	0	0	0.026900001	3	1	-0.101700001	0	0	0.094935
1040	3	5	3.55340004	4.821899891	0.815540016	7.428800106	-0.075300001	0	-0.062899999	11.02200031	0.040736001	0	0	0.031399999	3	1	-0.062899999	0	0	0.145905003
1040	3	6	5.445300102	6.342199802	1.012120008	7.618199825	0.078900002	0.504299998	0	10.77709961	0.040736001	0	0	0.0217	3	1	0.504299998	0	0	0.156889007
1040	3	7	6.214900017	6.638899803	1.212270021	7.784100056	0.048799999	0.395200014	0	5.744900227	0.040736001	0	0	0.015799999	3	1	0.395200014	0	0	0.090981998
1040	3	8	3.161299944	4.813300133	2.441190004	8.449700356	-0.110100001	0.239899993	0	6.204599857	0.040736001	0	0	0.0263	4	1	0.239899993	0	0	0.402314007
1040	3	9	2.810100079	3.729099989	2.90895009	8.192899704	0.0166	0.296600014	0	11.75319958	0.040736001	0	0	0.0087	4	1	0.296600014	0	0	0.31230101
1040	3	10	2.570100069	3.515700102	3.616849899	8.347200394	0.012	0.156599999	0	6.539800167	0.040736001	0	0	0.0039	4	1	0.156599999	0	0	0.244145006
1221	4	1	8.833499908	10.86009979	0.99950999	6.502500057	-0.514599979	0.224099994	0	3.659399986	0.051656999	0.005323	0.025303001	-0.019300001	6	1	0.224099994	0	0	0.421683997
1221	4	2	7.430699825	10.50160027	1.056630015	6.160900116	0.651600003	0.167500004	0	4.67509985	0.051656999	0.00853	0	0.02249	6	1	0.167500004	0	0	0.514186978
1221	4	3	6.806600094	9.911499977	1.081050038	6.126599789	0.034899998	0.409000009	0	4.134500027	0.051656999	0.009772	0	0.023150001	6	1	0.409000009	0	0	0.513659
1221	4	4	5.843100071	8.761899948	1.177099943	6.286200047	0.0094	0.301499993	0	3.394999981	0.051656999	0.009694	0	0.026900001	6	1	0.301499993	0	0	0.462673008
1221	4	5	5.960299969	8.757399559	0.999660015	5.930699825	-0.164800003	0.194399998	0	3.75970006	0.051656999	0.007016	0	0.031399999	6	1	0.194399998	0	0	0.520444989
1221	4	6	6.552299976	9.553799629	0.870109975	5.731200218	0.062700003	0.523999989	0	3.778700113	0.051656999	0.000144	0	0.0217	6	1	0.523999989	0	0	0.371044993
1221	4	7	5.607600212	8.395299911	0.893779993	5.758399963	0.188299999	0	7.782899857	4.287700176	0.051656999	0.000279	0	0.015799999	6	1	7.782899857	0	0	0.34830299
1221	4	8	5.752399921	8.853599548	0.786769986	5.571800232	-0.211999998	0.399599999	0	4.556499958	0.051656999	0.000478	0	0.0263	6	1	0.399599999	0	0	0.381159991
1221	4	9	5.969900131	9.430600166	0.795059979	5.46600008	-0.40079999	0.908100009	0	4.724199772	0.051656999	0.000206	0	0.0087	6	1	0.908100009	0	0	0.385989994
1221	4	10	5.427400112	8.509799957	0.861000001	5.417699814	0.411300004	0.057100002	0	9.331800461	0.051656999	0.00025	0	0.0039	6	1	0.057100002	0	0	0.382714987
1311	5	1	3.689599991	5.08409977	2.04241991	6.661699772	-0.0047	0.415899992	0	6.535399914	0.123813003	0	0	-0.019300001	8	0	0.415899992	1	0	0.129532993
1311	5	2	5.644000053	6.659200191	1.497889996	6.598599911	0.0026	0.396499991	0	8.309800148	0.123813003	0	0	0.02249	8	0	0.396499991	1	0	0.266263008
1311	5	3	5.077000141	6.057300091	1.036399961	6.36950016	-0.025699999	0.414600015	0	9.090999603	0.123813003	0	0	0.023150001	8	0	0.414600015	1	0	0.382290989
1311	5	4	15.21090031	15.72679996	1.07088995	6.337999821	0.0058	0.425500006	0	11.30560017	0.123813003	0	0	0.026900001	8	0	0.425500006	1	0	0.292012006
1311	5	5	10.08250046	10.53880024	0.966470003	6.126299858	-0.0612	0.392500013	0	8.988300323	0.123813003	0	0	0.031399999	8	0	0.392500013	1	0	0.210003004
1311	5	6	7.010499954	7.394499779	0.994560003	6.243100166	-0.030099999	0.301899999	0	7.749300003	0.123813003	0	0	0.0217	8	0	0.301899999	1	0	0.214041993
1311	5	7	6.220799923	7.323500156	0.966359973	6.557300091	-0.451400012	0.52640003	0	6.496799946	0.123813003	0	0	0.015799999	5	1	0.52640003	0	0	0.421184003
1311	5	8	10.75389957	13.30580044	1.048930049	6.245299816	0.565299988	0.432399988	0	5.26210022	0.123813003	0	0	0.0263	6	1	0.432399988	0	0	0.451371014
1311	5	9	14.64529991	16.66239929	1.074980021	6.564700127	0.052099999	0.228599995	0	8.423299789	0.123813003	0	0	0.0087	6	1	0.228599995	0	0	0.424210995
1311	5	10	3.451900005	3.451900005	1.598270059	6.99819994	0.0141	0.306600004	0	5.464300156	0.123813003	0	0	0.0039	6	1	0.306600004	0	0	0.162182003
1311	6	1	2.660200119	4.040999889	1.73597002	3.989799976	0.193399996	0.088200003	0	14.23690033	0.144096002	0	0	0.00964	8	0	0.088200003	1	0	0.370301008
1311	6	2	4.248600006	6.084400177	1.706200004	3.907799959	-0.261200011	0	-1.444399953	10.86919975	0.144096002	0	0	0.00263	8	0	-1.444399953	1	0	0.443233013
1311	6	3	3.819900036	5.868899822	1.537719965	3.89350009	0.054099999	0.473100007	0	13.63749981	0.144096002	0	0	0.02801	8	0	0.473100007	1	0	0.520514011
1311	6	4	2.973500013	4.975399971	1.69777	3.935600042	-0.353300005	0.501399994	0	5.887700081	0.144096002	0	0	0.024599999	8	0	0.501399994	1	0	0.405611008
1311	6	5	3.771600008	5.938300133	1.725430012	3.771100044	0.025800001	0	-0.349400014	9.522100449	0.144096002	0	0	0.020099999	8	0	-0.349400014	1	0	0.501258016
1311	6	6	2.083300114	3.189500093	1.948269963	3.726599932	0.52640003	0	-1.238600016	5.083199978	0.144096002	0	0	0.030999999	8	0	-1.238600016	1	0	0.516525984
1311	6	7	1.982800007	2.907399893	1.910930037	3.698800087	0.150199994	0.853500009	0	5.475599766	0.144096002	0	0	0.021400001	8	0	0.853500009	1	0	0.56172502
1311	6	8	1.944100022	2.84920001	1.932430029	3.751100063	0.082599998	0.546800017	0	7.248600006	0.144096002	0	0	0.0285	8	0	0.546800017	1	0	0.495088011
1311	6	9	1.843500018	2.816999912	2.172620058	3.895100117	0.131300002	0.444900006	0	7.456399918	0.144096002	0	0	0.0155	8	0	0.444900006	1	0	0.381859005
1311	6	10	1.800799966	2.604500055	2.873349905	4.252299786	0.064099997	0.199499995	0	6.132100105	0.144096002	0	0	0.0045	8	0	0.199499995	1	0	0.208073005
1311	7	1	0.072800003	10.19929981	2.375849962	6.668799877	-0.0082	0.117700003	0	6.004300117	0.076893002	0	0	-0.019300001	6	1	0.117700003	0	0	0.252815992
1311	7	2	0.07	11.06449986	1.827059984	6.643400192	-0.0067	0.347499996	0	4.993899822	0.076893002	0	0	0.02249	6	1	0.347499996	0	0	0.331115007
1311	7	3	0.138699994	10.12889957	1.745059967	6.603199959	-0.0145	0.708500028	0	5.000199795	0.076893002	0	0	0.023150001	6	1	0.708500028	0	0	0.383664995
1311	7	4	0.181199998	11.91009998	1.586519957	6.54489994	-0.031300001	0.561100006	0	4.672699928	0.076893002	0	0	0.026900001	6	1	0.561100006	0	0	0.464276999
1311	7	5	0.106600002	10.80529976	1.117640018	6.209599972	-0.3477	0.087899998	0	4.677000046	0.076893002	0	0	0.031399999	7	1	0.087899998	1	0	0.750735998
1311	7	6	15.79500008	15.79500008	1.147729993	5.935400009	-6.293300152	0	-0.0011	5.340600014	0.076893002	0	0	0.0217	7	1	-0.0011	1	0	0.905496001
1311	7	7	0.119900003	5.265299797	1.107640028	4.726500034	22.0855999	0	-0.0003	0.494300008	0.076893002	0	0	0.015799999	7	1	-0.0003	1	0	0.660663009
1311	7	8	0.071999997	5.578800201	0.849189997	4.302100182	-63.22579956	0.447600007	0	4.953999996	0.076893002	0	0	0.0263	7	1	0.447600007	1	0	0.796094
1311	7	9	0.078199998	4.615600109	0.643610001	3.956899881	1.200000048	0	-0.2359	5.734600067	0.076893002	0	0	0.0087	7	1	-0.2359	1	0	0.678923011
1311	7	10	0.114100002	3.692800045	0.989220023	4.476900101	0.0067	0.407099992	0	7.855000019	0.076893002	0	0	0.0039	8	0	0.407099992	1	0	0.232758999
1311	8	1	4.772200108	2.444400072	1.996680021	7.860599995	-0.0199	0.423000008	0	6.1729002	0.050257999	0	0	-0.019300001	8	0	0.423000008	1	0	0.060079001
1311	8	2	7.182400227	3.477200031	1.189100027	7.545100212	-0.059900001	0.383399993	0	10.72189999	0.050257999	0	0	0.02249	8	0	0.383399993	1	0	0.196876004
1311	8	3	5.785399914	3.6881001	0.978600025	7.406099796	0.032699998	0.328299999	0	10.78960037	0.050257999	0	0	0.023150001	3	1	0.328299999	0	0	0.222173005
1311	8	4	7.454100132	3.850899935	1.120919943	7.530700207	0.041999999	0.408800006	0	7.706699848	0.050257999	0	0	0.026900001	3	1	0.408800006	0	0	0.270300001
1311	8	5	6.053299904	2.984899998	1.173709989	7.470799923	-0.111000001	0.481099993	0	5.334000111	0.050257999	0	0	0.031399999	3	1	0.481099993	0	0	0.245594993
1311	8	6	4.827199936	4.448900223	1.188019991	7.383999825	-0.029100001	0	2.733299971	4.391799927	0.050257999	0	0	0.0217	3	1	2.733299971	0	0	0.215450004
1311	8	7	4.162199974	5.519800186	1.14594996	7.562900066	0.053599998	0.624800026	0	6.119100094	0.050257999	0	0	0.015799999	4	1	0.624800026	0	0	0.336028993
1311	8	8	4.202899933	5.060800076	1.298490047	7.6177001	-0.082599998	0.406699985	0	6.117400169	0.050257999	0	0	0.0263	4	1	0.406699985	0	0	0.264901996
1311	8	9	4.012499809	3.486900091	1.340409994	7.496500015	0.109399997	0.403600007	0	4.931600094	0.050257999	0	0	0.0087	4	1	0.403600007	0	0	0.295408011
1311	8	10	3.090600014	2.788700104	1.68848002	7.50369978	-0.167199999	0.365399987	0	6.808100224	0.050257999	0	0	0.0039	4	1	0.365399987	0	0	0.187243998
1311	9	1	1.391299963	4.465899944	1.121569991	9.041899681	-0.0219	0.733099997	0	6.052100182	0.031890001	0.009578	0.001466	-0.019300001	4	1	0.733099997	0	0	0.159342006
1311	9	2	1.779999971	4.729800224	0.936209977	8.956899643	-0.285400003	0.702199996	0	6.104599953	0.031890001	0.009016	0.039608002	0.02249	4	1	0.702199996	0	0	0.187511995
1311	9	3	3.102600098	6.723400116	0.952889979	9.617799759	0.0228	0.893899977	0	10.63479996	0.031890001	0.004184	0.019890999	0.023150001	4	1	0.893899977	0	0	0.399269998
1311	9	4	3.0473001	7.735799789	0.983430028	9.346099854	0.076399997	0.735099971	0	5.985799789	0.031890001	0.004331	0.025767	0.026900001	4	1	0.735099971	0	0	0.269243002
1311	9	5	2.749000072	7.627699852	1.009639978	9.392299652	-0.030400001	0.651000023	0	6.010700226	0.031890001	0.001548	0.024048001	0.031399999	4	1	0.651000023	0	0	0.335310012
1311	9	6	4.626999855	6.474299908	1.042279959	9.362600327	-0.049699999	0.710300028	0	6.23789978	0.031890001	0.00164	0.024761001	0.0217	4	1	0.710300028	0	0	0.346601009
1311	9	7	4.968500137	9.601799965	1.031700015	9.799300194	0.0044	0.654100001	0	10.72439957	0.031890001	0.001088	0.015991	0.015799999	4	1	0.654100001	0	0	0.464635015
1311	9	8	4.331799984	9.012900352	1.00504005	9.704899788	0.0197	0.743700028	0	9.728699684	0.031890001	0.001075	0	0.0263	4	1	0.743700028	0	0	0.393023998
1311	9	9	2.632600069	9.105199814	1.029659986	9.9083004	-0.0134	0.423000008	0	12.59370041	0.031890001	0.001012	0	0.0087	4	1	0.423000008	0	0	0.372101009
1311	9	10	2.307699919	11.19970036	1.103520036	9.928600311	-0.0277	0.437099993	0	12.03859997	0.031890001	0.001302	0	0.0039	4	1	0.437099993	0	0	0.371196002
1311	10	1	5.968500137	12.93330002	2.94859004	5.95720005	0.0144	0	0	11.10579967	0.042762	0	0	-0.019300001	6	1	0	0	0	0.169047996
1311	10	2	5.967899799	11.26500034	1.698459983	5.616300106	-0.111500002	0.336299986	0	53.04159927	0.042762	0	0	0.02249	6	1	0.336299986	0	0	0.241763994
1311	10	3	5.845300198	10.88710022	2.495569944	5.966400146	0.092200004	0.034000002	0	16.49909973	0.042762	0	0	0.023150001	6	1	0.034000002	0	0	0.185947001
1311	10	4	6.908899784	10.13249969	1.813060045	6.057600021	-0.0051	0	-0.280999988	10.77779961	0.042762	0	0	0.026900001	6	1	-0.280999988	0	0	0.264739007
1311	10	5	6.677899837	7.909800053	1.322489977	5.911600113	-0.227500007	0.517199993	0	11.60649967	0.042762	0	0	0.031399999	6	1	0.517199993	0	0	0.280710012
1311	10	6	5.644999981	6.664800167	1.106459975	6.483799934	-0.1655	0	0	9.067000389	0.042762	0	0.016115	0.0217	6	1	0	0	0	0.400335014
1311	10	7	6.620100021	5.287799835	1.152999997	6.270599842	0.553600013	0.037799999	0	3.908900023	0.042762	0	0.017973	0.015799999	7	1	0.037799999	1	0	0.358949006
1311	10	8	6.111999989	10.1303997	1.345890045	6.370500088	0.0125	0.0298	0	5.816299915	0.042762	0	0.017511001	0.0263	7	1	0.0298	1	0	0.214413002
1311	10	9	6.877500057	10.11380005	1.232300043	6.666999817	0.070799999	0	-0.0187	6.672699928	0.042762	0	0.010914	0.0087	7	1	-0.0187	1	0	0.241330996
1311	10	10	9.899399757	10.30459976	1.500749946	6.333499908	-0.098499998	0	-0.024800001	6.237400055	0.042762	0	0.016477	0.0039	7	1	-0.024800001	1	0	0.316370994
1311	11	1	7.289000034	3.58949995	1.760969996	5.215600014	0.021199999	0.015	0	12.83300018	0.132967994	0	0	-0.019300001	8	0	0.015	1	0	0.199691996
1311	11	2	6.268799782	2.851300001	1.271080017	4.855999947	-0.037900001	0	-0.082400002	7.991799831	0.132967994	0	0	0.02249	8	0	-0.082400002	1	0	0.269717008
1311	11	3	5.608799934	2.402499914	1.647680044	5.199999809	0.0019	0	-0.133200005	8.685199738	0.132967994	0	0	0.023150001	8	0	-0.133200005	1	0	0.153382003
1311	11	4	5.860099792	2.682699919	1.652959943	4.651199818	0.0262	0.114100002	0	12.12510014	0.132967994	0	0	0.026900001	8	0	0.114100002	1	0	0.215478003
1311	11	5	4.813300133	1.554800034	1.533409953	4.588900089	-0.0296	0.240099996	0	7.005599976	0.132967994	0	0	0.031399999	8	0	0.240099996	1	0	0.229273006
1311	11	6	4.359499931	3.593300104	1.37559998	4.495200157	-0.245499998	0	-0.0381	9.503899574	0.132967994	0	0	0.0217	8	0	-0.0381	1	0	0.250010997
1311	11	7	6.013599873	2.37590003	1.58949995	4.420300007	0.230199993	0.470899999	0	11.00629997	0.132967994	0	0	0.015799999	8	0	0.470899999	1	0	0.335395008
1311	11	8	10.33520031	3.128200054	1.640630007	4.330200195	-0.036200002	0	2.1881001	8.624699593	0.132967994	0	0	0.0263	8	0	2.1881001	1	0	0.287175
1311	11	9	9.378299713	2.303600073	1.769850016	4.341199875	0.0243	0.588800013	0	9.836700439	0.132967994	0	0	0.0087	8	0	0.588800013	1	0	0.270628005
1311	11	10	9.53030014	1.633900046	1.861500025	4.323599815	-0.061999999	0	2.716399908	7.396100044	0.132967994	0	0	0.0039	8	0	2.716399908	1	0	0.251749992
1381	12	1	5.349999905	8.505999565	2.334039927	7.299399853	-0.0118	0.119000003	0	11.98589993	0.051826	0	0	-0.019300001	6	1	0.119000003	0	0	0.214637995
1381	12	2	6.905399799	10.92409992	1.330669999	7.154500008	0.0044	0.217600003	0	12.3427	0.051826	0	0	0.02249	6	1	0.217600003	0	0	0.329062015
1381	12	3	7.288400173	11.38479996	0.862089992	7.055600166	-0.134100005	0.065899998	0	14.55130005	0.051826	0.003123	0	0.023150001	6	1	0.065899998	0	0	0.586799979
1381	12	4	7.235599995	11.12440014	0.857599974	7.355199814	-0.612100005	0.01	0	17.37459946	0.051826	0.001952	0	0.026900001	6	1	0.01	0	0	0.623713017
1381	12	5	6.701600075	10.95800018	0.863799989	7.342299938	-0.847599983	0.380899996	0	14.3927002	0.051826	0.002166	0	0.031399999	6	1	0.380899996	0	0	0.710099995
1381	12	6	3.509299994	3.509299994	0.917100012	7.23789978	0.341800004	0.0068	0	13.2961998	0.051826	0	0	0.0217	7	1	0.0068	1	0	0.753987014
1381	12	7	0.679700017	0.679700017	1.045860052	7.324200153	2.359999895	0	-0.0053	14.41959953	0.051826	0	0	0.015799999	7	1	-0.0053	1	0	0
1381	12	8	1.65079999	1.65079999	1.151630044	7.350299835	-0.50910002	0	-0.0069	19.15550041	0.051826	0	0	0.0263	7	1	-0.0069	1	0	0
1381	12	9	4.677599907	6.083799839	0.928279996	6.409500122	14.51920033	0.0032	0	5.3895998	0.051826	0	0	0.0087	7	1	0.0032	1	0	0.692831993
1381	12	10	4.567100048	5.996600151	1.612720013	6.718699932	0.711700022	0	-0.033599999	8.119700432	0.051826	0	0	0.0039	8	0	-0.033599999	1	0	0.492332012
1381	13	1	3.432399988	6.104400158	3.841219902	7.39839983	-0.0075	0.358999997	0	5.165999889	0.052214	0	0	0.00964	8	0	0.358999997	1	0	0.041513
1381	13	2	5.950900078	7.30189991	2.160370111	7.099999905	0.0008	0.337599993	0	5.281899929	0.052214	0	0	0.00263	8	0	0.337599993	1	0	0.103726
1381	13	3	5.858399868	7.046199799	1.202550054	6.607999802	-0.055399999	0.338400006	0	4.906400204	0.052214	0	0	0.02801	8	0	0.338400006	1	0	0.179161996
1381	13	4	7.388800144	8.853599548	1.168009996	6.540999889	-0.052200001	0.298700005	0	4.646500111	0.052214	0	0	0.024599999	8	0	0.298700005	1	0	0.138227999
1381	13	5	6.916999817	8.150099754	1.138939977	6.511099815	-0.0055	0.299100012	0	4.595200062	0.052214	0	0	0.020099999	8	0	0.299100012	1	0	0.133445993
1381	13	6	6.540100098	7.57159996	1.132050037	6.511000156	-0.022700001	0.234599993	0	4.186600208	0.052214	0	0	0.030999999	8	0	0.234599993	1	0	0.129558995
1381	13	7	6.517199993	7.367199898	1.166350007	6.48759985	0.030400001	0	-1.713400006	3.438800097	0.052214	0	0	0.021400001	8	0	-1.713400006	1	0	0.126908004
1381	13	8	5.723100185	6.083899975	1.057189941	6.377900124	-0.0043	0.314500004	0	5.303299904	0.052214	0	0	0.0285	8	0	0.314500004	1	0	0.128475994
1381	13	9	4.989799976	5.176099777	1.106819987	6.397299767	0.0054	0.237800002	0	5.434599876	0.052214	0	0	0.0155	8	0	0.237800002	1	0	0.115202002
1381	13	10	4.024300098	4.043399811	1.655500054	6.776599884	-0.069200002	0.301800013	0	5.015600204	0.052214	0	0	0.0045	8	0	0.301800013	1	0	0.072453998
1381	14	1	6.121500015	7.896500111	1.885110021	7.333899975	-0.0124	0.358799994	0	9.481599808	0.072238997	0	0	-0.019300001	5	1	0.358799994	0	0	0.169153005
1381	14	2	5.46449995	7.463399887	1.314749956	7.136099815	-0.025599999	0.349099994	0	11.38840008	0.072238997	0	0	0.02249	5	1	0.349099994	0	0	0.291420996
1381	14	3	4.844799995	6.856900215	0.924809992	6.962100029	-0.097000003	0.489100009	0	11.9041996	0.072238997	0	0	0.023150001	5	1	0.489100009	0	0	0.449034989
1381	14	4	4.664299965	6.525400162	0.890709996	6.954199791	-0.062899999	0.444299996	0	12.9776001	0.072238997	0	0	0.026900001	5	1	0.444299996	0	0	0.453529
1381	14	5	4.366899967	5.536399841	0.773909986	6.687699795	-0.497900009	0.065499999	0	10.41819954	0.072238997	0	0	0.031399999	5	1	0.065499999	0	0	0.432433993
1381	14	6	3.65260005	4.852499962	0.84987998	6.572100163	-0.322100014	0.096000001	0	8.088600159	0.072238997	0	0	0.0217	5	1	0.096000001	0	0	0.586429
1381	14	7	4.767399788	5.813099861	0.906480014	6.578299999	-0.812300026	0	-0.045499999	12.44559956	0.072238997	0	0	0.015799999	7	1	-0.045499999	1	0	0.741896987
1381	14	8	3.398499966	3.441099882	1.154989958	6.728300095	1.132300019	0	-0.0058	13.13020039	0.072238997	0	0	0.0263	7	1	-0.0058	1	0	0.688335002
1381	14	9	8.508500099	8.508500099	1.530099988	6.729800224	3.965500116	0	-0.0069	12.26140022	0.072238997	0	0	0.0087	7	1	-0.0069	1	0	0.647503972
1381	14	10	5.67689991	7.415599823	1.199149966	6.093400002	0.608699977	0	-0.020300001	12.88790035	0.072238997	0	0	0.0039	7	1	-0.020300001	1	0	0.614722014
1381	15	1	3.082499981	5.156000137	2.633899927	7.269299984	-0.016899999	0.299299985	0	10.52110004	0.088090003	0	0.014793	-0.019300001	8	0	0.299299985	1	0	0.069262996
1381	15	2	2.920399904	4.263100147	1.601690054	6.98789978	0.0079	0.351300001	0	12.0177002	0.088090003	0	0.010349	0.02249	8	0	0.351300001	1	0	0.097594
1381	15	3	2.406100035	3.411799908	0.989790022	6.666699886	-0.174500004	0.375999987	0	13.43799973	0.088090003	0	0	0.023150001	8	0	0.375999987	1	0	0.111782998
1381	15	4	3.282599926	5.265500069	1.057520032	6.853300095	-0.0275	0	-0.328200012	14.18799973	0.088090003	0	0	0.026900001	8	0	-0.328200012	1	0	0.185984001
1381	15	5	3.437000036	5.913000107	0.905439973	6.72179985	-0.0011	0	1.187600017	12.83469963	0.088090003	0	0	0.031399999	8	0	1.187600017	1	0	0.248569995
1381	15	6	2.87680006	4.830299854	0.84296	6.64839983	-0.100299999	0	-72.65380096	10.05679989	0.088090003	0	0	0.0217	8	0	-72.65380096	1	0	0.226707995
1381	15	7	6.587200165	7.418399811	0.609290004	6.327899933	-0.055	0.530200005	0	10.47099972	0.088090003	0	0.005916	0.015799999	5	1	0.530200005	0	0	0.357367009
1381	15	8	6.068699837	6.79640007	0.774079979	6.483399868	0.098999999	0.392399997	0	9.822899818	0.088090003	0	0.005952	0.0263	5	1	0.392399997	0	0	0.301008999
1381	15	9	5.131899834	5.635099888	0.873510003	6.489099979	-0.0139	0	-0.001	7.523900032	0.088090003	0	0.006101	0.0087	5	1	-0.001	0	0	0.291947991
1381	15	10	4.676099777	5.051499844	1.450479984	6.86590004	0.040399998	0	-0.018100001	8.066100121	0.088090003	0	0.006274	0.0039	5	1	-0.018100001	0	0	0.160093993
1381	16	1	6.527800083	10.46809959	1.453279972	7.401000023	-0.011	0.224000007	0	10.9843998	0.07525	0	0	0.00964	6	1	0.224000007	0	0	0.338450998
1381	16	2	6.618100166	10.57260036	1.207749963	7.137000084	0.063000001	0.398999989	0	12.43319988	0.07525	0	0	0.00263	6	1	0.398999989	0	0	0.352681994
1381	16	3	5.694099903	8.763799667	0.923820019	6.984200001	-0.150800005	0.385800004	0	10.76669979	0.07525	0	0	0.02801	6	1	0.385800004	0	0	0.476422995
1381	16	4	5.729400158	8.887399673	0.906560004	6.960700035	-0.084700003	0.453500003	0	10.34749985	0.07525	0	0	0.024599999	6	1	0.453500003	0	0	0.442205012
1381	16	5	4.961599827	7.492300034	0.896730006	7.072800159	0.135600001	0	-0.653299987	12.07520008	0.07525	0	0	0.020099999	6	1	-0.653299987	0	0	0.518723011
1381	16	6	4.191299915	6.470499992	0.794610024	6.774199963	-2.057699919	0.524299979	0	12.70839977	0.07525	0	0	0.030999999	6	1	0.524299979	0	0	0.703715026
1381	16	7	2.352200031	2.446000099	0.911870003	6.682499886	1.576699972	0.136199996	0	5.765399933	0.07525	0	0	0.021400001	7	1	0.136199996	1	0	0.831102014
