NARSP	YPC	POP	PERYPC	PERPOP	REGTEST	RCDUM	SREG1	AJPARK	AJWTR	MSA	TIME
4.312140487	15560	7411	5.900769074	0.912309368	21	0	5	0	0	21	3
4.373238167	16774	7423	7.802056555	0.161921468	21	0	5	0	0	21	4
4.390738537	17786	7425	6.033146536	0.026943284	21	0	5	0	0	21	5
4.352855218	18063	7491	1.5574047	0.888888889	21	0	5	0	0	21	6
4.387014195	18150	7438	0.481647567	-0.707515686	21	0	5	0	0	21	7
4.439115566	18849	7451	3.851239669	0.174778166	21	0	5	0	0	21	8
4.420044683	19548	7464	3.708419545	0.174473225	21	0	5	0	0	21	9
4.02891677	14444	6476	5.039633481	0.092735703	21	0	2	0	0	22	1
4.04480409	15065	6486	4.299363057	0.154416306	21	0	2	0	0	22	2
4.092676531	15960	6538	5.940922668	0.801726796	21	0	2	0	0	22	3
4.166665224	17025	6561	6.672932331	0.351789538	21	0	2	0	0	22	4
4.215086135	17992	6584	5.679882526	0.350556318	21	0	2	0	0	22	5
4.273884519	18234	6645	1.345042241	0.926488457	21	0	2	0	0	22	6
4.373238167	18577	6469	1.881101239	-2.648607976	21	0	2	0	0	22	7
4.421247311	19277	6457	3.768100339	-0.185500077	21	0	2	0	0	22	8
4.441474111	19976	6444	3.626082897	-0.201331888	21	0	2	0	0	22	9
4.151039906	14674	14908	5.651954784	0.961668698	22	0	2	0	0	23	1
4.191168724	15473	15019	5.44500477	0.744566676	22	0	2	0	0	23	2
4.244200274	16612	15084	7.361209849	0.432785139	22	0	2	0	0	23	3
4.328098333	17603	15183	5.96556706	0.656324582	22	0	2	0	0	23	4
4.379523543	18766	15295	6.606828382	0.737667128	22	0	2	0	0	23	5
4.441474111	19273	15441	2.701694554	0.954560314	22	0	2	0	0	23	6
4.48413184	19239	15225	-0.176412598	-1.39887313	22	0	2	0	0	23	7
4.515245495	19980	15268	3.851551536	0.282430214	22	0	2	0	0	23	8
4.569543008	20720	15310	3.703703704	0.275085145	22	0	2	0	0	23	9
4.20319899	15622	22270	4.195291136	-0.085243842	21	0	2	1	1	24	1
4.220977191	16333	22210	4.551273845	-0.269420745	21	0	2	1	1	24	2
4.237000819	17440	22101	6.777689341	-0.490769924	21	0	2	1	1	24	3
4.32015119	18611	22060	6.714449541	-0.185511968	21	0	2	1	1	24	4
4.389498631	19706	22019	5.883617216	-0.185856754	21	0	2	1	1	24	5
4.456670142	19995	22155	1.466558409	0.617648395	21	0	2	1	1	24	6
4.507557323	20322	21675	1.635408852	-2.166553825	21	0	2	1	1	24	7
4.553876892	21082	21573	3.739789391	-0.470588235	21	0	2	1	1	24	8
4.590056548	21841	21470	3.600227682	-0.477448663	21	0	2	1	1	24	9
4.182050143	14646	12775	5.192846369	1.340631445	20	0	2	0	0	25	1
4.229749155	15358	12953	4.861395603	1.39334638	20	0	2	0	0	25	2
4.284964901	16267	13144	5.918739419	1.474561878	20	0	2	0	0	25	3
4.355425973	17345	13324	6.626913383	1.369446135	20	0	2	0	0	25	4
4.401829243	18161	13506	4.7045258	1.365956169	20	0	2	0	0	25	5
4.445001398	18630	13701	2.582456913	1.443802754	20	0	2	0	0	25	6
4.510859507	18846	13506	1.15942029	-1.423253777	20	0	2	0	0	25	7
4.519612331	19568	13607	3.831051682	0.747815786	20	0	2	0	0	25	8
4.551769441	20291	13707	3.69480785	0.734915852	20	0	2	0	0	25	9
4.025351691	14579	6089	5.119330882	-0.032835331	22	0	2	0	1	26	1
4.030694522	15238	6095	4.520200288	0.098538348	22	0	2	0	1	26	2
4.067315916	16054	6121	5.355033469	0.426579163	22	0	2	0	1	26	3
4.107589776	16861	6134	5.026784602	0.212383598	22	0	2	0	1	26	4
4.139955061	17416	6147	3.291619714	0.211933486	22	0	2	0	1	26	5
4.231203789	17713	6144	1.705328434	-0.048804295	22	0	2	0	1	26	6
4.26969745	18447	6124	4.14384915	-0.325520833	22	0	2	0	1	26	7
4.280824171	19126	6123	3.680815309	-0.016329197	22	0	2	0	1	26	8
4.301358773	19804	6122	3.544912684	-0.016331863	22	0	2	0	1	26	9
4.143134726	13667	9805	0.014635931	0.163448769	18	0	1	0	0	27	1
4.131961414	13845	9675	1.302407258	-1.325854156	18	0	1	0	0	27	2
4.02891677	14616	9579	5.5687974	-0.992248062	18	0	1	0	0	27	3
3.979681654	15576	9570	6.568144499	-0.093955528	18	0	1	0	0	27	4
3.974058411	16302	9599	4.661016949	0.303030303	18	0	1	0	0	27	5
4.043051268	16799	9713	3.04870568	1.187623711	18	0	1	0	0	27	6
4.120661846	17805	10299	5.988451694	6.033151447	18	0	1	0	0	27	7
4.172847647	18459	10434	3.673125527	1.310806874	18	0	1	0	0	27	8
4.200204907	19112	10570	3.537569749	1.303431091	18	0	1	0	0	27	9
4.182050143	14357	7201	1.055817555	0.139062717	20	0	1	0	0	28	1
4.185098879	14452	7155	0.661698126	-0.638800167	20	0	1	0	0	28	2
4.17438727	15277	7086	5.708552449	-0.964360587	20	0	1	0	0	28	3
4.136765254	16409	7078	7.409831773	-0.112898673	20	0	1	0	0	28	4
4.157319385	17493	7097	6.606130782	0.268437412	20	0	1	0	0	28	5
4.180522282	17837	7226	1.966500886	1.817669438	20	0	1	0	0	28	6
4.223909811	18687	7690	4.765375343	6.421256573	20	0	1	0	0	28	7
4.26689637	19373	7797	3.671001231	1.391417425	20	0	1	0	0	28	8
4.305415512	20059	7904	3.541010685	1.372322688	20	0	1	0	0	28	9
4.136765254	14871	14047	3.92033543	1.371148156	19	0	4	0	0	29	1
4.162003163	15530	14186	4.43144375	0.989535132	19	0	4	0	0	29	2
4.165113657	16455	14489	5.95621378	2.135908642	19	0	4	0	0	29	3
4.249922772	17844	14819	8.441203282	2.277589896	19	0	4	0	0	29	4
4.375757022	18744	15275	5.043712172	3.077130711	19	0	4	0	0	29	5
4.483002552	19235	15699	2.619504908	2.775777414	19	0	4	0	0	29	6
4.581901528	19459	15580	1.1645438	-0.758010064	19	0	4	0	0	29	7
4.663439094	20181	15794	3.710365384	1.373555841	19	0	4	0	0	29	8
4.761318881	20902	16008	3.57266736	1.354944916	19	0	4	0	0	29	9
4.411585455	16624	48306	6.135478516	0.67525322	24	0	3	0	0	30	1
4.574710979	17583	48669	5.768768046	0.751459446	24	0	3	0	0	30	2
4.628886727	18905	48900	7.518625946	0.474634778	24	0	3	0	0	30	3
4.643428913	20232	49086	7.019307062	0.380368098	24	0	3	0	0	30	4
4.688591766	21381	49292	5.679122183	0.419671597	24	0	3	0	0	30	5
4.774068735	22014	49380	2.960572471	0.178527956	24	0	3	0	0	30	6
4.762173935	21798	48547	-0.981193786	-1.68691778	24	0	3	0	0	30	7
4.770684624	22653	48558	3.9223782	0.022658455	24	0	3	0	0	30	8
4.783316371	23509	48569	3.778748952	0.022653322	24	0	3	0	0	30	9
4.257030123	13730	9707	7.610314288	0.310013434	21	0	2	0	0	31	1
4.317488114	14587	9831	6.241806264	1.27742866	21	0	2	0	0	31	2
4.334672978	15562	9950	6.684033729	1.210456719	21	0	2	0	0	31	3
4.357990037	16601	10020	6.676519728	0.703517588	21	0	2	0	0	31	4
4.357990037	17645	10096	6.288777784	0.758483034	21	0	2	0	0	31	5
4.412798293	18331	10209	3.887786908	1.119255151	21	0	2	0	0	31	6
4.44617449	18046	10230	-1.554743331	0.205700852	21	0	2	0	0	31	7
4.465908119	18754	10304	3.923307104	0.723362659	21	0	2	0	0	31	8
4.457829633	19462	10378	3.775194625	0.718167702	21	0	2	0	0	31	9
4.541164889	17609	25207	1.073355527	3.477011494	15	0	4	0	0	32	1
4.545420149	17715	25667	0.601964904	1.824889912	15	0	4	0	0	32	2
4.508659319	18449	25847	4.143381315	0.701289594	15	0	4	0	0	32	3
4.536891362	19403	26300	5.171011979	1.752621194	15	0	4	0	0	32	4
4.494238625	20291	26934	4.576611864	2.410646388	15	0	4	0	0	32	5
4.480740142	20892	27390	2.961904293	1.6930274	15	0	4	0	0	32	6
4.514150821	22064	27864	5.609802795	1.730558598	15	0	4	0	0	32	7
4.546481222	22914	28420	3.852429297	1.995406259	15	0	4	0	0	32	8
4.553876892	23765	28976	3.713886707	1.956368754	15	0	4	0	0	32	9
4.247065671	15448	32755	-2.054273396	1.342780236	21	0	4	0	1	33	1
4.188138465	15582	32425	0.867426204	-1.007479774	21	0	4	0	1	33	2
4.123903352	16618	32610	6.648697215	0.570547417	21	0	4	0	1	33	3
4.200204907	18020	32873	8.436634974	0.806501073	21	0	4	0	1	33	4
4.25844553	19468	33351	8.035516093	1.454080857	21	0	4	0	1	33	5
4.304065093	20169	34360	3.600780768	3.02539654	21	0	4	0	1	33	6
4.384523477	20724	36686	2.751747732	6.769499418	21	0	4	0	1	33	7
4.393213843	21491	37473	3.701022969	2.145232514	21	0	4	0	1	33	8
4.37197626	22259	38261	3.573588944	2.102847383	21	0	4	0	1	33	9
4.237000819	13477	12586	3.382939552	2.45014245	18	0	4	0	0	34	1
4.251348268	13447	12870	-0.222601469	2.256475449	18	0	4	0	0	34	2
4.17438727	14075	12885	4.670186659	0.116550117	18	0	4	0	0	34	3
4.162003163	14855	13059	5.541740675	1.350407451	18	0	4	0	0	34	4
4.152613446	15252	13317	2.672500841	1.975648978	18	0	4	0	0	34	5
4.172847647	15950	13480	4.57644899	1.223999399	18	0	4	0	0	34	6
4.254193285	16660	13698	4.451410658	1.617210682	18	0	4	0	0	34	7
4.343805422	17302	13909	3.853541417	1.540370857	18	0	4	0	0	34	8
4.357990037	17943	14121	3.704774015	1.524192969	18	0	4	0	0	34	9
4.226833745	12535	10302	3.792332533	1.507537688	19	0	2	1	1	35	1
4.23988689	13005	10425	3.749501396	1.193942924	19	0	2	1	1	35	2
4.215086135	13520	10501	3.960015379	0.729016787	19	0	2	1	1	35	3
4.23988689	14244	10611	5.355029586	1.047519284	19	0	2	1	1	35	4
4.23988689	15097	10765	5.98848638	1.451324098	19	0	2	1	1	35	5
4.287715997	15687	11027	3.908061204	2.433813284	19	0	2	1	1	35	6
4.337290741	15969	11432	1.797666858	3.67280312	19	0	2	1	1	35	7
4.441474111	16563	11637	3.719706932	1.793212036	19	0	2	1	1	35	8
4.584967479	17156	11842	3.580269275	1.761622411	19	0	2	1	1	35	9
4.247065671	15993	13926	4.927174911	0.454447089	18	0	5	0	1	36	1
4.25561271	16702	13983	4.43318952	0.409306334	18	0	5	0	1	36	2
4.310799125	17747	14124	6.25673572	1.008367303	18	0	5	0	1	36	3
4.377014074	18811	14220	5.995379501	0.679694138	18	0	5	0	1	36	4
4.43556742	19785	14363	5.177821487	1.005625879	18	0	5	0	1	36	5
4.49980967	20325	14449	2.729340409	0.598760705	18	0	5	0	1	36	6
4.574710979	20692	14108	1.805658057	-2.360024915	18	0	5	0	1	36	7
4.645351961	21471	14115	3.764739996	0.049617238	18	0	5	0	1	36	8
4.691347882	22250	14122	3.628149597	0.049592632	18	0	5	0	1	36	9
