Name	COUNTRY	TIME	GNP_CAP	NEWMEAS	RISKAVER	PROTECT	POPDEN	URBAN	LEGALSYS	CPI	AUTO	TRANSPRT	FREIGHT	FIREPROP	PECLOSS	GENLIAB	ACCSICK	OTHERNL	MRATE	NUMACC	POPULATN
Austria	2	7	23510	394	43.20000064	0.85000004	93.10000139	55.5	0	3.59999992	310.7232609	50.33083185	12.83971378	193.9518605	5.293374336	50.33080309	225.5261822	36.59427795	0.50723	55270	7995059
Belgium	3	1	11920	384	33.20000049	12.09	323.2	96.20000143	0	1.599999964	188.2013688	30.98261573		101.4019383		30.98257075	43.68287765	63.23598509	0.38472	83856	9870200
Belgium	3	2	15630	384	34.20000051	11.43	323.6	96.30000143	0	1.199999973	193.4739845	32.77978412		107.643016	14.78350782	32.77974903	90.47737051	18.75282348	0.3965	86818	9884000
Belgium	3	3	16710	384	36.10000054	10.97	325.3	96.40000144	0	3.099999931	192.4763519	32.77617801		106.725735	15.636787	32.7761775	90.11276681	18.80809811	0.40912	88669	9937697
Belgium	3	4	17830	384	37.60000056	11.11	326	96.5	0	3.5	246.5913016	41.89890463		135.8662232	19.32268835	41.89890126	115.7226364	23.36403494	0.42245	87304	9962241
Belgium	3	5	19160	384		10.06999977	327.2	96.60000144	0	3.199999928	256.9639251	44.11309226		140.6666589	20.85829952	44.11305955	123.0495943	23.80620994	0.43575	82520	9992601
Belgium	3	6	21580	384		7.25	328.4	96.70000144	0	2.399999946	285.4163545	50.45312032		157.0397126	23.50440125	50.45309175	152.753762	31.61664968	0.43875	78781	10035578
Belgium	3	7	21650	384		6.839999847	329.9	96.80000144	0	2.799999937	263.5183489	46.8272293		145.1098312	28.07046408	46.82725231	150.7503866	46.95381245	0.44697	77675	10077191
Canada	4	1	15470	704	88.20000131	23.77	2.599999942	76.5	1	4.399999902	108.8379482	22.10282757		75.20074365	4.801256395	22.1028253	88.43971099	5.17058381	0.57775	284862	26549700
Canada	4	2	17690	704	91.70000137	27.54	2.599999942	76.5	1	4	163.948821	37.91992159		113.8500067	6.856260307	37.91993091	115.5340004	5.172266547	0.5894	277642	26894800
Canada	4	3	18970	704	89.80000134	27.18	2.599999942	76.60000114	1	5	181.0791041	38.6767721		123.1412108	9.182259504	38.67679003	133.0345544		0.59424	289187	27379300
Canada	4	4	19640	704	95.90000143	26.61	2.69999994	76.60000114	1	4.799999893	200.3873742	38.37137922		124.3580469	6.855357539	38.37139039	140.8915563	5.118253367	0.59564	266640	27790600
Canada	4	5	19990	704	98.80000147	25.62	2.799999937	76.60000114	1	5.599999875	213.0631301	38.5388719		130.7476932	7.500856779	38.53888483	152.9269507	5.431654909	0.59534	252908	28117600
Canada	4	6	20270	704	98.80000147	25.04	2.899999935	76.60000114	1	1.5	191.0111184	34.04791198		121.9275535	6.362195428	34.04791343	140.4040662	5.17109948	0.59598	253322	28523502
Canada	4	7	19970	704	102.9	24.59	2.899999935	76.70000114	1	1.79999996	178.8908766	6.06000278		119.0451181	6.059989044	32.99327368	33.02020697	4.847991235	0.62837	251189	28920644
Denmark	5	1	16280	463	30.30000045	4.89999989	119	84.5	0	4	162.355926	17.30601093	0	210.1701336	6.141800983	17.30610277	77.69091243	16.61730266	0.36706	12714	5127024
Denmark	5	2	20770	463	31.30000047	4.949999889	119.1	84.60000126	0	4.599999897	179.4245149	18.94035088	0	230.3104361	6.895347822	18.94038579	95.86570074	19.20223444	0.45969	12503	5129516
Denmark	5	3	21550	463	33.3000005	4.959999889	119.1	84.70000126	0	4.799999893	166.4110123	18.91392405	0	222.432674	6.455829587	18.91398007	93.71623694	19.58090462	0.37037	12315	5132593
Denmark	5	4	22600	463	35.60000053	5.189999884	119.2	84.80000126	0	2.599999942	189.3665571	22.62976654	0	269.0419467	8.643286838	22.62969645	114.3428273	26.02415091	0.36823	11287	5140954
Denmark	5	5	23620	463	37.60000056	1.77999996	119.5	84.90000127	0	2.399999946	177.1925991	21.97455322	0	260.0827991	9.773212898	21.97455322	107.4142871	26.64869852	0.34988	10871	5154305
Denmark	5	6	26360	463	40.90000061	5.089999886	119.8	85	0	2.099999953	185.4073439	24.72517455	0	281.4184208	15.2204851	24.72526061	121.6354379	29.38131618	0.38321	11091	5171375
Denmark	5	7	26730	463		6.239999861	120.3	85	0	1.299999971	175.7137906	25.90435624	0	264.7807536	14.46105673	25.90441361	127.0720543	29.78858174	0.37477	10489	5188391
Finland	6	1	15500	347	37.60000056	0.260000012	14.60000022	60.4000009	0	4.099999908	126.0477112	12.4804458	17.68444322	81.79054988	7.829050382	12.48042737	88.60642903	26.9871972	0.38648		4931729
Finland	6	2	20180	347	39.80000059	0.240000011	14.60000022	60.80000091	0	5.099999886	159.4834218	13.51070275	17.35710439	102.5559658	8.702592507	13.51065467	110.1527041	24.66535887	0.40817		4946633
Finland	6	3	22850	347	42.90000064	0.160000008	14.70000022	61.10000091	0	6.599999852	178.7360706	14.46166231	17.17626026	110.405444	9.45396341	14.46175591	119.3445876	23.91571932	0.43572		4962441
Finland	6	4	24470	347	46.8000007	0.230000011	14.80000022	61.40000091	0	6.099999864	217.8875721	16.43341356	20.1611633	136.4028704	11.34065436	16.43344821	150.6836944	21.57874509	0.44392	13407	4986431
Finland	6	5	23490	347	50.70000076	0.22000001	14.80000022	61.80000092	0	4.099999908	205.4307227	16.15588822	16.89689927	134.4835082	8.695480326	16.1558072	135.4222249	26.03703484	0.43795		5013748
Finland	6	6	22780	347	57	0.230000011	14.90000022	62.10000093	0	2.599999942	172.3991146	13.0363528	14.41093422	119.81029	7.094613769	13.0363528	110.7203161	34.27585277	0.43782	10500	5041003
Finland	6	7	19300	347	63.20000094	0.320000015	15	62.5	0	2.099999953	122.1210491	9.971925662		104.7394878		9.97189173	87.46180038	47.95510433	0.4213	8290	5064984
France	7	1	13900	413	30.90000046	4.199999906	102	72.90000109	0	3.299999926	183.2544577	23.08308834	5.736411874	118.3194703	3.913906018	23.08308237	80.14544194	32.22548879	0.45728	247493	55630100
France	7	2	17810	413	34.40000051	4.00999991	102.9	72.90000109	0	2.69999994	190.1985952	22.10575106	6.301921774	123.646617	5.12829655	22.10575106	85.96581928	39.82897755	0.46711	254590	55873463
France	7	3	18740	413	37	4.02999991	102.9	72.80000108	0	3.5	184.4777724	21.43815265	10.89497828	120.2547425	5.869936176	21.43814821	88.02134119	39.98149543	0.47571	246527	56416625
France	7	4	19710	413	39.70000059	3.489999922	104.3	72.70000108	0	3.399999924	224.6297553	27.61772277		146.2830272	8.149120823	27.61772309	111.6063991	59.46043697	0.48515	236149	56735154
France	7	5	20490	413	43	3.059999932	104.9	72.70000108	0	3.199999928	222.5586892	27.33274821		144.0307163	8.817317872	27.3327517	117.5974368	60.32688751	0.48932	215585	57055253
France	7	6	22720	413	45.60000068	2.75	105.2	72.70000108	0	2.399999946	242.7833011	39.08240126		175.3455142	10.30414234	39.08239944	143.9771809	45.02239557	0.4901	207187	57373000
France	7	7	22490	413	49.5	2.729999939	105.8	72.80000108	0	2.099999953	238.9057053	36.3981243	9.659028308	173.628873	10.59357465	36.39812068	140.7230044	34.64584629	0.49296	198072	57654751
Greece	9	1	4270	142	25.20000038	17.40000026	75.60000113	61.10000091	0	16.40000024									0.20921	27980	9993053
Greece	9	2	5250	142	24.5	15.06	75.80000113	61.60000092	0	13.5	24.40503623	0.447948591		15.07888319	0.67859503	0.447984193	2.794501708	0.174177369	0.21929	30881	10004401
Greece	9	3	5630	142	25	17.13	76.10000113	62.10000093	0	13.7000002	23.54799373	0.453812893		15.40982162	0.599062413	0.453835161	3.037670013	0.153698841	0.23165	30613	10038600
Greece	9	4	5960	142	25	16.76	76.40000114	62.60000093	0	20.4000003	33.0984471			18.44191024			3.860550912		0.24798	29275	10123450
Greece	9	5	6490	142		18.89	77.80000116	63.10000094	0	19.5	32.43467221			18.67072387			6.640211138		0.25263	33854	10279785
Greece	9	6	7350	142			77.90000116	63.60000095	0	15.90000024	39.05181492	0.93354645	0.392830411	16.32406011	0.036589637	0.933543939	3.573587905		0.25669	34781	10348743
Greece	9	7	7390	142		11.49	78.40000117	64.20000096	0	14.40000021	43.96306882	0.964109986		14.12773989		0.964154069	3.641564888	0.160250844	0.27049	34653	10413781
Iceland	10	1	18410	486	21.60000032	0	2.399999946	89.90000134	0	17.70000026	168.4294218	27.19838057	32.84896798	123.968239	0	27.1997824	40.27660086	0.104614548	0.54065		244676
Iceland	10	2	22760	486	22.90000034	0	2.399999946	90.20000134	0	25.80000038	272.4385916	34.93172691	30.82095825	165.8727935	0	34.93041935	45.2040721	0.093396843	0.5536		249885
Iceland	10	3	23210	486	25.60000038	0	2.5	90.40000135	0	20.80000031	267.8919521	30.63095238	23.73990532	143.2748538	0	30.6321359	43.3027012	0.139236981	0.54466		252746
Iceland	10	4	23600	486		0	2.5	90.60000135	0	15.5	306.0949843	36.06666667	28.93401698	164.4528779	0	36.06658861	54.77276703	0.201865235	0.52627	881	254719
Iceland	10	5	24150	486	29.20000044	0	2.5	90.80000135	0	6.799999848	375.9032979	37.44573643	28.90553147	189.3312311	1.248193404	37.44580213	62.27828143	0	0.53062		256831
Iceland	10	6	25450	486		0	2.5	91	0	4	369.7600953	42.27586207	27.09621152	209.7126936	1.331509166	42.27541601	76.56177703	0	0.52146	1348	259012
Iceland	10	7	24950	486		0	2.599999942	91.20000136	0	4.099999908	298.6140797	35.54752852	21.03629041	182.0145342	0.731207956	35.54795599	64.40254685	0	0.49924	1451	261270
Ireland	11	1	7280	212	27.30000041	34.79	51.40000077	56.5	1	3.099999931	154.9102087	74.42157418		86.15110823	8.493771234	74.42161463	8.493771234		0.24256	8871	3539900
Ireland	11	2	9050	212	29.5	37.88	51.40000077	56.70000084	1	2.199999951	158.1444386	74.20635822		89.20968331	10.13746401	74.20623657	10.54296257		0.24876	8900	3529600
Ireland	11	3	9720	212	31.5	36.45000054	51.20000076	56.80000085	1	4.099999908	165.5077061	75.637347		91.09023627	9.353015331	75.63742833	12.19958521		0.26051	9263	3513200
Ireland	11	4	11030	212	33.8000005	37.53	51.10000076	56.90000085	1	3.299999926	230.2788086	97.05966315		114.6636217	13.79769721	97.05966315	15.2250452		0.27182	9907	3508200
Ireland	11	5	11700	212	37.90000056	35.30000053	51	57	1	3.199999928	251.6000477	111.1081697		120.2905338	15.15109777	111.1080503	15.61022194		0.28315	10319	3529519
Ireland	11	6	13010	212	34.20000051	34.36	51.40000077	57.10000085	1	3.099999931	280.0001924	126.5293784		133.2646964	20.20619945	126.5292966	18.76289949		0.28667	10603	3549407
Ireland	11	7	13000	212		27.80000041	51.70000077	57.30000085	1	1.399999969	252.6597959	122.7919615		126.1217762	19.56344383	122.7918283	18.73095686		0.29149	10262	3562827
Italy	12	1	11340	373	26	4.179999907	190.2	66.800001	0	4.699999895	138.7281292	15.36659516		41.42349031	0.598275995	15.36660361	31.31249033	7.6052953	0.45903	224295	56752848
Italy	12	2	14870	373	26.8000004	4.159999907	190.5	66.70000099	0	5.099999886	149.4661702	16.9510734		41.68327087	8.491061653	16.95107984	36.5287065	3.148886797	0.4772	235125	56755591
Italy	12	3	16050	373	27.90000042	4.189999906	190.9	66.70000099	0	6.299999859	159.7297672	18.616485	9.654271259	43.81071712	8.802310923	18.61648465	40.11760977	3.52552956	0.49734	222739	56757512
Italy	12	4	17360	373	29.80000044	4	191.1	66.70000099	0	6.399999857	209.9217816	24.2288901	12.51038208	55.90810274	10.76563241	24.22889372	53.18119951	4.598996198	0.51738	227645	56761287
Italy	12	5	18810	373	31.70000047	3.979999911	191.7	66.70000099	0	6.299999859	234.7490481	26.47786385	14.38749853	58.56293958	11.19891014	26.47785718	58.7070406	5.66656094	0.5471	248186	56764282
Italy	12	6	21050	373	33.7000005	3.739999916	188.4	66.70000099	0	5.199999884	267.293063	30.14931073	18.0182399	64.51573143	11.80843552	30.14931804	65.66843258	7.25022022	0.56737	248528	56804057
Italy	12	7	19840	373	37.30000056	3.669999918	189.1	66.60000099	0	4.5	223.2918653	25.91239649	16.09832893	51.86707815	9.117677001	25.91240244	55.58601351	6.455573406	0.56373	222745	56855611
Japan	13	1	17270	565	29.60000044	3.389999924	330.7	76.90000115	0	0.100000005	150.8681248	8.059754098	2.79393497	55.64992338	2.375598433	8.059750381	35.12666836	22.12604726	0.40042	731526	122091325
Japan	13	2	23570	565	30.20000045	2.67999994	331.7	77	0	0.700000033	204.1410233	10.22859836	3.475307497	113.0312838	2.694076486	10.22859994	178.5355916	9.380528709	0.41906	763189	122613000
Japan	13	3	25460	565	30.70000046	2.719999939	333	77.10000115	0	2.299999949	203.7257176	10.57364228	3.502841639	113.1555747	3.476676402	10.57364336	159.515012	9.529921481	4.3838	825918	123107500
Japan	13	4	26100	565		2.659999941	334.2	77.20000115	0	3.099999931	205.5916912	10.80558065	3.449768185	101.5145405	6.58606792	10.80558272	140.4022288	15.51640975	0.45753	801552	123537399
Japan	13	5	26960	565	31.5	2.889999935	335.2	77.30000115	0	3.299999926	225.1772026	12.30008065	3.895404944	101.8036355	7.394917637	12.3000783	160.2196834	20.17925005	0.47329	821350	123953837
Japan	13	6	28750	565		2.879999936	336.3	77.40000115	0	1.699999962	258.466946	14.01449194	4.093514002	112.6266826	7.228200655	14.01449257	160.9476204	13.88383022	0.4854	855454	124362940
Japan	13	7	31490	565		2.859999936	337.3	77.40000115	0	1.299999971	310.6364586	16.55575806	4.571173706	138.9434904	5.751334416	16.5557554	202.5208865	17.24109422	0.49654	889575	124706313
Luxembourg	14	1	20090	658			143.1	84.30000126	0	-0.100000005									0.52426	1568	370943
Luxembourg	14	2	26190	658			143.9	84.90000127	0	1.5	282.3188406	47.97066667	19.49275362	139.2028986	30.72463768	47.97101449	30.50724638	7.971014493	0.53797	1767	374779
Luxembourg	14	3	28480	658			145.5	85.60000128	0	3.399999924	288.1180673	48.27777778	20.88201327	138.9224613	30.55085542	48.27706604	30.21513174	12.22034217	0.55899	1794	376650
Luxembourg	14	4	31760	658			146.6	86.30000129	0	3.699999917	454.2096909	67.58267717	18.78133497	195.1215679	80.46898329	67.58137269	42.35623242	13.9091895	0.57408	1759	382041
Luxembourg	14	5	34460	658			148.5	86.90000129	0	3.099999931	397.514774	66.75906736	18.96539953	206.7987164	104.9165902	66.75820633	46.04799005	14.56542684	0.59328	1740	386405
Luxembourg	14	6	38250	658			150.8	87.4000013	0	3.199999928	455.9827853	81.93606138	34.12711355	242.6286628	75.0955599	81.93689268	54.25336001	27.52443191	0.61718	1645	391353
Luxembourg	14	7	37320	658			152.8	88	0	3.59999992	424.8408945	92.68939394	18.39201261	244.6429614	52.25667075	92.68990483	48.53447773	17.44321831	0.63065	1474	396502
Netherlands	15	1	12860	379	32.20000048	8.769999804	355.1	88.60000132	0	-0.700000033									0.38351	50674	14665278
Netherlands	15	2	16130	379	32.5	8.209999816	357.5	88.60000132	0	0.700000033									0.39223	49347	14761339
Netherlands	15	3	17130	379	34.20000051	8	359.7	88.70000132	0	1.099999975									0.39923	51754	14848907
Netherlands	15	4	18110	379	37.60000056	6.369999858	361.8	88.70000132	0	2.5	180.6513444			140.6331763			99.36558893	81.02852204	0.40739	53408	14951510
Netherlands	15	5	18880	379	38.80000058	5.939999867	364.7	88.80000132	0	3.899999913	175.5073042			138.0127233			212.0077105	82.48097665	0.40967	48672	15066220
Netherlands	15	6	20830	379	44.80000067	6.26999986	367.6	88.80000132	0	3.699999917	195.3242045			156.9335411			299.5220831	94.19757895	0.41512	49613	15174244
Netherlands	15	7	20950	379		5.79999987	370.2	88.90000132	0	2.099999953	178.4960311			150.9106007			331.2010922	78.11180544	0.42084	48829	15274942
New Zealand	16	1	9210	212	36.30000054		12.60000019	84.10000125	1	15.70000023									*	18728	3256440
New Zealand	16	2	11630	212	41.10000061	30.03	12.60000019	84.40000126	1	6.399999857	99.25991805			118.5163422					0.50392	17346	3270479
New Zealand	16	3	12590	212	43.5	25.10000037	12.70000019	84.60000126	1	5.699999873									0.51889	16594	3280906
New Zealand	16	4	12890	212	39.80000059	30.09	12.70000019	84.80000126	1	6.099999864									0.53652	17719	3298878
New Zealand	16	5	12190	212	44.80000067		12.90000019	85.10000127	1	2.599999942	81.04719087		5.946858869	84.44539594				19.02994838	0.54542	16767	3336238
New Zealand	16	6	12490	212	49.70000074		13	85.30000127	1	1	80.70760431		6.088194522	89.13741211				19.04512133	0.5429	16121	3380576
New Zealand	16	7	12600	212	57.5		13	85.60000128	1	1.299999971	82.93352142		5.11552562	97.35000271				20.46210248	0.55175	15108	3423901
Norway	17	1	18480	424	33.10000049	0.660000031	12.90000019	71.80000107	0	8.70000013	229.9391296	16.57187202		190.3448374	8.588860853	16.57186845	18.99528147	17.42719069	0.46007	11488	4186147
Norway	17	2	21240	424	34.60000052	0.600000028	13	72	0	6.69999985	242.5838546	20.59320019		229.3426972	9.766267969	20.59329163	24.90946999	13.7166685	0.45994	11340	4208729
Norway	17	3	22100	424	38.40000057	0.810000038	13	72.10000107	0	4.599999897	231.5134169	20.48827848		231.3761424	7.927601437	20.4882167	25.91055881	25.77328433	0.45732	11871	4226142
Norway	17	4	23340	424	41.90000062	1.299999971	13.1000002	72.30000108	0	4.099999908	246.4531167	27.72270691		266.115126	7.608670268	27.72267979	34.57801637	31.3386815	0.45805	11860	4242006
Norway	17	5	24340	424	45.30000068	1.509999966	13.1000002	72.5	0	3.399999924	218.0417898	30.21220657		219.2372341	6.339477192	30.21213702	44.66614502	40.50020286	0.45727	12047	4261390
Norway	17	6	26440	424	49.30000073	1.369999969	13.2000002	72.70000108	0	2.299999949	223.1246559	26.00420659	10.4619083	235.0166092	5.230954152	26.00423971	72.21727351	124.8655099	0.45754	11729	4285314
Norway	17	7	25970	424	54.40000081	1.449999968	13.3000002	72.80000108	0	2.299999949	210.0560434	22.05234993	9.352596839	195.6825788	3.773854865	22.05243886	61.59587462	53.3918423	0.46046	11817	4310150
Portugal	18	1	3630	141		9.139999796	111.6	32.20000048	0	9.40000014	31.59595867	1.50768453	3.349118515	14.86543605	4.363111329	1.507713306	29.54429168	1.717257469	0.25567	56813	9921480
Portugal	18	2	4830	141	17.5	9.169999795	112.5	32.70000049	0	9.600000143	38.24504149	1.699959522	3.741370393	16.96617306	3.223453417	1.699920169	34.08835368	0.113843352	0.28312	62066	9903789
Portugal	18	3	5410	141	19.10000028	8.759999804	112.5	33.10000049	0	12.60000019	46.04733775	1.870987342	3.711151296	18.44516777	3.864818164	1.871006631	36.30202933	0.16652602	0.31021	63894	9882249
Portugal	18	4	6100	141	22.70000034	7.689999828	113	33.5	0	13.4000002	71.76668183	2.362282124	4.279569944	23.60019319	5.498749754	2.362294174	47.04327925	0.250944882	0.33994	65650	9870841
Portugal	18	5	7000	141	23.40000035	7.709999828	113.4	33.90000051	0	11.40000017	84.04073292	2.82219292	4.402467932	28.17340784	5.844449933	2.822184833	54.60576633	0.436666409	0.37037	72010	9864875
Portugal	18	6	8630	141		7.369999835	107.6	34.30000051	0	8.900000133	112.8768566	3.588629442	4.78285392	32.00526415	6.036473021	3.588644482	67.30062042	0.624177477	0.40679	73358	9862640
Portugal	18	7	9130	141		7.649999829	107.6	34.80000052	0	6.5	120.2496561	3.46936287	3.818171615	30.12766166	5.076360905	3.469341636	61.74796175	0.645841011	0.42962	67812	9879674
Spain	19	1	6540	268	31.70000047	8.559999809	76.70000114	74.70000111	0	5.199999884	84.24091861	4.669278956	4.293537349	28.57814696	0.733297521	4.669266223	29.11147323	14.48434813	0.42243	159246	38602788
Spain	19	2	8640	268	33.5	8.769999804	76.90000115	74.90000112	0	4.799999893	94.69915046	5.723036636	4.731817229	35.26759658	0.867161922	5.723048315	34.72305856	17.60856575	0.3301	171297	38679632
Spain	19	3	9770	268	35.40000053	8.619999807	77	75.20000112	0	6.799999848	110.2702236	6.556390785	4.461703592	39.682406	5.999685925	6.556400114	39.56514618	15.30596908	0.35325	176599	38741490
Spain	19	4	11100	268	37.10000055	7.769999826	77.20000115	75.40000112	0	6.69999985	149.9871986	9.099434712		53.73176888	8.62878928	9.099436888	53.3755356	20.97154776	0.37071	162424	38793273
Spain	19	5	12420	268	39.5	7.58999983	77.30000115	75.60000113	0	5.899999868	165.212941	10.06745971	5.51268345	21.62583448	9.926059152	10.06744764	66.11110579	63.11406116	0.38931	155247	38847436
Spain	19	6	14140	268	41.10000061	7.689999828	77.40000115	75.80000113	0	5.899999868	185.1407314	12.66722489	8.709513458	21.69249287	10.8565317	12.66723415	78.45030677	77.44730748	0.40699	135963	38930312
Spain	19	7	13590	268		6.319999859	77.5	76.10000113	0	4.599999897	159.2386422	12.03518148	4.797036456	17.35149109	9.127744125	12.0351837	69.64042245	69.72043277	0.41704	123571	38997960
Sweden	20	1	16960	496	31.10000046		18.60000028	83.10000124	0	4.199999906	118.3558921			188.5261793			102.864973	27.70672283	0.47053	21255	8404940
Sweden	20	2	21120	496			18.70000028	83.10000124	0	5.79999987	140.780502		15.18448668	222.3318342	5.087286619		139.7553073	8.762512694	0.48528	23651	8444516
Sweden	20	3	22700	496	30.10000045		18.80000028	83.10000124	0	6.399999857	151.480128		16.21756487	224.7160092	5.870611718		140.417694	9.209522132	0.49709	24435	8492972
Sweden	20	4	24330	496	31.30000047		19	83.10000124	0	10.5	181.5695822		17.50567602	274.7029364	7.894329661		115.711137	11.26915559	0.49755	23269	8558842
Sweden	20	5	25660	496	33.8000005		19.10000028	83.10000124	0	9.300000139	186.0584862		14.33288215	288.0025515	10.83612002		185.9432084	12.16181555	0.49626	21802	8623525
Sweden	20	6	27530	496	38.30000057		19.20000029	83.10000124	0	2.299999949	216.7885332		14.942711	312.2668927	7.630320509		170.4104914	12.77681273	0.48868	21486	8672726
Sweden	20	7	24740	496			19.30000029	83.10000124	0	4.599999897	162.9644353		10.16032009	244.6019417	9.7610062		259.02161	10.50047637	0.48274	20373	8721689
Switzerland	21	1	22490	647	23.5	2.039999954	158	58.80000088	0	1.399999969	257.7898006	100.1904118	22.24226029	207.8950005		100.1903617	269.1113115	49.99499048	0.45247	30102	6691659
Switzerland	21	2	29460	647	24.20000036	1.939999957	159.1	59	0	1.899999958	279.9543175	109.6380158	23.13918268	214.2112319	4.270321267	109.6380158	281.2453449	51.04523561	0.45468	31028	6737094
Switzerland	21	3	30860	647	26	1.78999996	160.3	59.30000088	0	3.199999928	292.706334	104.8279935	24.08460062	205.7803041	4.429351838	104.8279935	280.5256164	50.93754614	0.4764	31084	6783338
Switzerland	21	4	32180	647	27.40000041	1.619999964	161.7	59.5	0	5.399999879	365.5021549	122.5358502	28.94962344	248.1245908	8.000623206	122.5358607	340.6581144	63.68917158	0.48701	30197	6843538
Switzerland	21	5	33240	647	29.10000043	1.199999973	163.5	59.80000089	0	5.79999987	368.2821667	121.3092963	28.85906448	250.6181915	9.012128908	121.3093307	346.6125534	62.78112273	0.49251	29100	6918725
Switzerland	21	6	36280	647	30.70000046	1.089999976	165.5	60	0	4.099999908	393.3787177	124.3852988	30.28335259	264.2171703	7.621649142	124.385314	368.8878185	63.51374285	0.492	29517	6994404
Switzerland	21	7	35760	647	30.60000046	1.069999976	167.6	60.3000009	0	3.299999926	385.6486946	124.0782757	29.31888213	258.0253254	6.036240438	124.0782757	359.2042127	60.74565774	0.50408	28933	7062410
United Kingdom	23	1	11320	324	22.80000034	5.989999866	232.3	88.90000132	1	4.099999908	127.018419	79.88781747		169.2603131	31.84974415	79.88782333	44.46669243		0.36683	321409	57015915
United Kingdom	23	2	14200	324	23.70000035	5.929999867	233	89	1	4.89999989	148.503001	77.33132488		178.4838506	39.05976319	77.33132488	51.67098718	0	0.38724	333272	57187041
United Kingdom	23	3	15300	324	25.5	5.36999988	233.8	89	1	7.799999826	165.0597359	78.59987424		198.3336827	42.06548825	78.59987424	59.56123804	0	0.4095	341592	57345005
United Kingdom	23	4	16170	324	27.80000041	4.839999892	234.1	89.10000133	1	9.5	183.2961329	89.57964502		235.0843666	57.97793852	89.5796475	77.20023788	0	0.41704	352902	57506897
United Kingdom	23	5	16580	324	33	4.409999901	234.6	89.20000133	1	5.899999868	201.4623387	96.16078779		253.5037293	67.79396606	96.16078962	88.20832888	0	0.4144	321583	57672253
United Kingdom	23	6	18130	324	37.40000056	5.239999883	236.6	89.30000133	1	3.699999917	234.3211704	112.1934439		294.95971	75.06905381	112.1934503	100.2237185	0	0.41342	321937	57866989
United Kingdom	23	7	18060	324		6.25	237.3	89.30000133	1	1.599999964	219.507456	104.316292		274.3714351	69.55278513	104.3162928	89.78210574	0	0.41726	306020	58047252
United States	24	1	19810	421	62.70000093		25.90000039	74.80000111	1	3.699999917									0.73483	3404000	242803533
United States	24	2	21620	421	65.60000098	1.189999973	26.20000039	74.90000112	1	4	520.0734694	139.2040816	34.47346939	166.3877551	25.2244898	139.2040816	408.0897959	170.1102041	0.75246	3463000	245021414
United States	24	3	22040	421	69.5	1.039999977	26.40000039	75.10000112	1	4.799999893	542.3024194	139.5887097	35.05241935	172.4556452	25.59677419	139.5887097	472.9637097	150.8306452	0.75709	3356000	247341697
United States	24	4	22380	421	71.70000107	0.910000043	26.6000004	75.20000112	1	5.399999879	411.384	82.776	25.308	120.136	18.912	82.776	505.44	290.172	0.75489	3368000	249948625
